InventoryID,ProductID,ProductName,ProductCategory,WarehouseLocation,CurrentStock,ReservedStock,AvailableStock,SafetyStockLevel,ReorderPoint,MaxStockLevel,LastUpdated,AverageCost,Status,CreatedBy,CreatedDate
46,2112,4-Slice Toaster,Kitchen,Main,95,14,81,24,31,91,2026-04-28 14:00:00,66.11,Excess,system,2025-12-18 00:00:00
47,2121,Bamboo Cutting Board Set,Kitchen,Regional,21,3,18,10,16,79,2026-04-28 16:00:00,34.67,Active,system,2025-12-26 00:00:00
48,2121,Bamboo Cutting Board Set,Kitchen,Backup,6,0,6,10,16,79,2026-04-28 16:00:00,34.67,Active,system,2025-12-26 00:00:00
49,3011,Alpine Pro Racing Skis - 170cm,Ski,Backup,43,6,37,10,12,101,2026-04-28 21:00:00,951.04,Active,system,2025-11-20 00:00:00
50,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,13,3,10,5,8,28,2026-04-29 11:00:00,661.35,Active,system,2025-12-09 00:00:00
51,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Backup,5,0,5,5,8,28,2026-04-29 11:00:00,661.35,Active,system,2025-12-09 00:00:00
52,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Main,124,21,103,43,78,252,2026-04-29 04:00:00,340.71,Active,system,2026-01-31 00:00:00
53,3021,Nordic Classic XC Skis - 185cm,Ski,Main,27,5,22,47,67,282,2026-04-28 09:00:00,269.45,LowStock,system,2026-02-01 00:00:00
54,3021,Nordic Classic XC Skis - 185cm,Ski,Backup,7,0,7,47,67,282,2026-04-28 09:00:00,269.45,Active,system,2026-02-01 00:00:00
55,3022,Backcountry Explorer XC Skis - 190cm,Ski,Backup,132,30,102,23,38,138,2026-04-28 06:00:00,378.06,Active,system,2025-11-28 00:00:00
56,3031,Pro Flex Racing Ski Boots,Ski,Main,135,21,114,19,34,114,2026-04-29 20:00:00,483.01,Excess,system,2026-02-06 00:00:00
57,3032,Comfort Fit Recreational Boots,Ski,Main,51,7,44,6,8,46,2026-04-29 19:00:00,275.97,Excess,system,2026-02-13 00:00:00
58,3033,Women's Performance Ski Boots,Ski,Backup,42,10,32,7,13,52,2026-04-29 13:00:00,415.87,Active,system,2025-11-26 00:00:00
59,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,154,39,115,43,57,206,2026-04-29 06:00:00,143.26,Active,system,2026-01-03 00:00:00
60,3042,Aluminum All-Mountain Poles - 115cm,Ski,Backup,87,15,72,28,38,177,2026-04-29 16:00:00,77.24,Active,system,2025-10-07 00:00:00
61,3051,Insulated Ski Jacket - Men's,Ski,Main,44,12,32,14,24,61,2026-04-29 08:00:00,215.33,Active,system,2026-01-03 00:00:00
62,3052,Thermal Base Layer Set - Women's,Ski,Main,5,0,5,11,13,65,2026-04-28 19:00:00,105.17,LowStock,system,2025-11-29 00:00:00
63,3053,Waterproof Ski Pants,Ski,Main,150,39,111,31,45,155,2026-04-28 08:00:00,187.83,Active,system,2026-01-18 00:00:00
64,3061,Professional Ski Helmet,Ski,Main,84,24,60,15,22,88,2026-04-29 04:00:00,126.0,Active,system,2025-12-23 00:00:00
65,3061,Professional Ski Helmet,Ski,Backup,31,0,31,15,22,88,2026-04-29 04:00:00,126.0,Active,system,2025-12-23 00:00:00
66,3062,Anti-Fog Ski Goggles,Ski,Regional,99,22,77,35,56,208,2026-04-28 09:00:00,80.29,Active,system,2026-02-22 00:00:00
67,3071,Ski Boot Bag - Premium,Ski,Main,62,13,49,28,46,196,2026-04-28 01:00:00,42.67,Active,system,2026-02-09 00:00:00
68,3071,Ski Boot Bag - Premium,Ski,Backup,13,0,13,28,46,196,2026-04-28 01:00:00,42.67,Active,system,2026-02-09 00:00:00
69,3072,Hand Warmers - 10 Pack,Ski,Main,172,51,121,37,60,197,2026-04-28 11:00:00,11.38,Active,system,2025-11-22 00:00:00
70,3072,Hand Warmers - 10 Pack,Ski,Backup,71,0,71,37,60,197,2026-04-28 11:00:00,11.38,Active,system,2025-11-22 00:00:00
71,3081,All-Temp Ski Wax Kit,Ski,Main,48,8,40,15,29,86,2026-04-28 01:00:00,57.89,Active,system,2026-02-19 00:00:00
72,3082,Edge Tuning Tool Set,Ski,Regional,12,3,9,10,16,94,2026-04-28 12:00:00,81.86,Active,system,2026-03-24 00:00:00
73,3082,Edge Tuning Tool Set,Ski,Backup,2,0,2,10,16,94,2026-04-28 12:00:00,81.86,Active,system,2026-03-24 00:00:00
74,3091,Freestyle Snowboard - 155cm,Ski,Main,36,5,31,9,12,84,2026-04-29 00:00:00,474.97,Active,system,2025-10-07 00:00:00
75,3091,Freestyle Snowboard - 155cm,Ski,Backup,13,0,13,9,12,84,2026-04-29 00:00:00,474.97,Active,system,2025-10-07 00:00:00
76,3092,All-Mountain Snowboard - 158cm,Ski,Main,27,3,24,22,39,136,2026-04-29 12:00:00,599.21,Active,system,2026-03-30 00:00:00
77,3092,All-Mountain Snowboard - 158cm,Ski,Backup,5,0,5,22,39,136,2026-04-29 12:00:00,599.21,Active,system,2026-03-30 00:00:00
78,3101,Winter Boots - Insulated,Ski,Backup,194,29,165,24,30,200,2026-04-28 21:00:00,117.57,Active,system,2025-10-26 00:00:00
79,3102,Winter Hiking Boots - Waterproof,Ski,Main,32,3,29,35,61,134,2026-04-28 13:00:00,189.78,LowStock,system,2026-02-13 00:00:00
80,3103,Snowboard Bindings - Pro,Ski,Main,141,32,109,23,39,128,2026-04-29 20:00:00,205.28,Excess,system,2025-10-17 00:00:00
81,3103,Snowboard Bindings - Pro,Ski,Backup,54,0,54,23,39,128,2026-04-29 20:00:00,205.28,Active,system,2025-10-17 00:00:00
82,3104,Ski Tuning Bench - Portable,Ski,Main,46,5,41,6,11,43,2026-04-28 09:00:00,146.82,Excess,system,2025-11-01 00:00:00
83,3104,Ski Tuning Bench - Portable,Ski,Backup,9,0,9,6,11,43,2026-04-28 09:00:00,146.82,Active,system,2025-11-01 00:00:00
