PurchaseOrderItemID,PurchaseOrderID,PurchaseOrderNumber,ProductID,ProductName,ProductCategory,QuantityOrdered,QuantityReceived,UnitCost,LineTotal,Status,ExpectedDate,ReceivedDate,Notes,CreatedBy,CreatedDate
61,22,PO-2026-0022,2031,Coffee Mug,Kitchen,11,11.0,23.14,254.54,Received,2026-03-13,2026-03-13,Supplier SKU: PRO-2031,system,2026-03-04 00:00:00
62,22,PO-2026-0022,2012,Espresso Machine,Kitchen,34,34.0,292.82,9955.88,Received,2026-03-13,2026-03-13,Supplier SKU: PRO-2012,system,2026-03-04 00:00:00
63,23,PO-2026-0023,3021,Nordic Classic XC Skis - 185cm,Ski,58,47.0,251.16,14567.28,Backordered,2026-04-19,2026-04-21,Supplier SKU: WOR-3021,system,2026-03-31 00:00:00
64,23,PO-2026-0023,3091,Freestyle Snowboard - 155cm,Ski,20,20.0,531.14,10622.8,Received,2026-04-19,2026-04-21,Supplier SKU: WOR-3091,system,2026-03-31 00:00:00
65,23,PO-2026-0023,2071,Baking Pan,Kitchen,175,175.0,24.48,4284.0,Received,2026-04-19,2026-04-21,Supplier SKU: WOR-2071,system,2026-03-31 00:00:00
66,24,PO-2026-0024,3072,Hand Warmers - 10 Pack,Ski,33,33.0,9.14,301.62,Received,2026-03-11,2026-03-12,Supplier SKU: ALP-3072,system,2026-02-25 00:00:00
67,24,PO-2026-0024,3013,Beginner's Choice Alpine Skis - 160cm,Ski,28,28.0,309.36,8662.08,Received,2026-03-11,2026-03-12,Supplier SKU: ALP-3013,system,2026-02-25 00:00:00
68,24,PO-2026-0024,3031,Pro Flex Racing Ski Boots,Ski,25,25.0,435.5,10887.5,Received,2026-03-11,2026-03-12,Supplier SKU: ALP-3031,system,2026-02-25 00:00:00
69,24,PO-2026-0024,3042,Aluminum All-Mountain Poles - 115cm,Ski,56,56.0,69.57,3895.92,Received,2026-03-11,2026-03-12,Supplier SKU: ALP-3042,system,2026-02-25 00:00:00
70,24,PO-2026-0024,3053,Waterproof Ski Pants,Ski,3,2.0,159.63,478.89,Backordered,2026-03-11,2026-03-12,Supplier SKU: ALP-3053,system,2026-02-25 00:00:00
71,25,PO-2026-0025,2051,Ice Cream Bowl,Kitchen,12,,15.93,191.16,Pending,2026-05-06,,Supplier SKU: PRO-2051,system,2026-04-23 00:00:00
72,25,PO-2026-0025,2071,Baking Pan,Kitchen,19,,19.91,378.29,Pending,2026-05-06,,Supplier SKU: PRO-2071,system,2026-04-23 00:00:00
73,25,PO-2026-0025,2021,Chef Knife,Kitchen,16,,64.1,1025.6,Pending,2026-05-06,,Supplier SKU: PRO-2021,system,2026-04-23 00:00:00
74,25,PO-2026-0025,2041,Serving Platter,Kitchen,135,,44.77,6043.95,Pending,2026-05-06,,Supplier SKU: PRO-2041,system,2026-04-23 00:00:00
75,26,PO-2026-0026,1552,TrekMaster Camping Chair,Camping,4,4.0,57.01,228.04,Received,2026-04-17,2026-04-20,Supplier SKU: WOR-1552,system,2026-03-22 00:00:00
76,26,PO-2026-0026,3091,Freestyle Snowboard - 155cm,Ski,15,15.0,531.14,7967.1,Received,2026-04-17,2026-04-20,Supplier SKU: WOR-3091,system,2026-03-22 00:00:00
77,27,PO-2026-0027,1551,BaseCamp Folding Table,Camping,2,2.0,70.55,141.1,Received,2026-03-11,2026-03-14,Supplier SKU: CON-1551,system,2026-02-24 00:00:00
78,27,PO-2026-0027,1543,TrekStar Hiking Sandals,Camping,16,16.0,68.46,1095.36,Received,2026-03-11,2026-03-14,Supplier SKU: CON-1543,system,2026-02-24 00:00:00
79,27,PO-2026-0027,1552,TrekMaster Camping Chair,Camping,1,1.0,57.7,57.7,Received,2026-03-11,2026-03-14,Supplier SKU: CON-1552,system,2026-02-24 00:00:00
80,27,PO-2026-0027,1581,LED Headlamp - Rechargeable,Camping,224,224.0,47.08,10545.92,Received,2026-03-11,2026-03-14,Supplier SKU: CON-1581,system,2026-02-24 00:00:00
81,28,PO-2026-0028,2071,Baking Pan,Kitchen,114,114.0,24.48,2790.72,Received,2026-04-15,2026-04-15,Supplier SKU: WOR-2071,system,2026-03-25 00:00:00
82,28,PO-2026-0028,3021,Nordic Classic XC Skis - 185cm,Ski,234,234.0,251.16,58771.44,Received,2026-04-15,2026-04-15,Supplier SKU: WOR-3021,system,2026-03-25 00:00:00
83,28,PO-2026-0028,3082,Edge Tuning Tool Set,Ski,74,74.0,95.56,7071.44,Received,2026-04-15,2026-04-15,Supplier SKU: WOR-3082,system,2026-03-25 00:00:00
84,29,PO-2026-0029,3051,Insulated Ski Jacket - Men's,Ski,123,123.0,225.91,27786.93,Received,2026-04-13,2026-04-16,Supplier SKU: FAB-3051,system,2026-03-29 00:00:00
85,29,PO-2026-0029,3032,Comfort Fit Recreational Boots,Ski,63,63.0,315.01,19845.63,Received,2026-04-13,2026-04-16,Supplier SKU: FAB-3032,system,2026-03-29 00:00:00
86,29,PO-2026-0029,3101,Winter Boots - Insulated,Ski,105,105.0,134.25,14096.25,Received,2026-04-13,2026-04-16,Supplier SKU: FAB-3101,system,2026-03-29 00:00:00
87,30,PO-2026-0030,2022,Fork Set,Kitchen,18,18.0,32.43,583.74,Received,2026-04-12,2026-04-12,Supplier SKU: PRO-2022,system,2026-04-01 00:00:00
88,30,PO-2026-0030,2011,Coffee Maker,Kitchen,72,72.0,142.65,10270.8,Received,2026-04-12,2026-04-12,Supplier SKU: PRO-2011,system,2026-04-01 00:00:00
89,30,PO-2026-0030,2101,Measuring Cup Set,Kitchen,216,216.0,13.31,2874.96,Received,2026-04-12,2026-04-12,Supplier SKU: PRO-2101,system,2026-04-01 00:00:00
90,31,PO-2026-0031,1521,Adventurer Pro Backpack,Camping,22,22.0,115.2,2534.4,Received,2026-03-11,2026-03-15,Supplier SKU: CON-1521,system,2026-03-02 00:00:00
91,31,PO-2026-0031,1571,CozyNights Sleeping Bag,Camping,9,9.0,121.45,1093.05,Received,2026-03-11,2026-03-15,Supplier SKU: CON-1571,system,2026-03-02 00:00:00
92,31,PO-2026-0031,1531,Summit Breeze Jacket,Camping,15,15.0,109.85,1647.75,Received,2026-03-11,2026-03-15,Supplier SKU: CON-1531,system,2026-03-02 00:00:00
93,32,PO-2026-0032,3101,Winter Boots - Insulated,Ski,119,119.0,134.25,15975.75,Received,2026-04-17,2026-04-20,Supplier SKU: FAB-3101,system,2026-04-01 00:00:00
94,33,PO-2026-0033,3032,Comfort Fit Recreational Boots,Ski,121,121.0,315.01,38116.21,Received,2026-03-22,2026-03-25,Supplier SKU: FAB-3032,system,2026-03-05 00:00:00
95,33,PO-2026-0033,3051,Insulated Ski Jacket - Men's,Ski,44,44.0,225.91,9940.04,Received,2026-03-22,2026-03-25,Supplier SKU: FAB-3051,system,2026-03-05 00:00:00
96,33,PO-2026-0033,3101,Winter Boots - Insulated,Ski,93,93.0,134.25,12485.25,Received,2026-03-22,2026-03-25,Supplier SKU: FAB-3101,system,2026-03-05 00:00:00
97,34,PO-2026-0034,3032,Comfort Fit Recreational Boots,Ski,42,42.0,315.01,13230.42,Received,2026-04-03,2026-04-06,Supplier SKU: FAB-3032,system,2026-03-18 00:00:00
98,34,PO-2026-0034,3051,Insulated Ski Jacket - Men's,Ski,111,111.0,225.91,25076.01,Received,2026-04-03,2026-04-06,Supplier SKU: FAB-3051,system,2026-03-18 00:00:00
99,34,PO-2026-0034,3101,Winter Boots - Insulated,Ski,40,40.0,134.25,5370.0,Received,2026-04-03,2026-04-06,Supplier SKU: FAB-3101,system,2026-03-18 00:00:00
100,35,PO-2026-0035,1572,MountainDream Sleeping Bag,Camping,24,,229.67,5512.08,Pending,2026-05-04,,Supplier SKU: CON-1572,system,2026-04-20 00:00:00
101,35,PO-2026-0035,1562,PowerBurner Camping Stove,Camping,199,,144.87,28829.13,Pending,2026-05-04,,Supplier SKU: CON-1562,system,2026-04-20 00:00:00
102,35,PO-2026-0035,1541,TrekReady Hiking Boots,Camping,5,,128.34,641.7,Pending,2026-05-04,,Supplier SKU: CON-1541,system,2026-04-20 00:00:00
103,35,PO-2026-0035,1523,TrailLite Daypack,Camping,50,,59.86,2993.0,Pending,2026-05-04,,Supplier SKU: CON-1523,system,2026-04-20 00:00:00
104,35,PO-2026-0035,1522,SummitClimber Backpack,Camping,43,,135.31,5818.33,Pending,2026-05-04,,Supplier SKU: CON-1522,system,2026-04-20 00:00:00
105,36,PO-2026-0036,2071,Baking Pan,Kitchen,16,16.0,19.91,318.56,Received,2026-04-27,2026-04-30,Supplier SKU: PRO-2071,system,2026-04-18 00:00:00
106,36,PO-2026-0036,2022,Fork Set,Kitchen,33,33.0,32.43,1070.19,Received,2026-04-27,2026-04-30,Supplier SKU: PRO-2022,system,2026-04-18 00:00:00
107,36,PO-2026-0036,2081,Food Storage Set,Kitchen,34,34.0,25.51,867.34,Received,2026-04-27,2026-04-30,Supplier SKU: PRO-2081,system,2026-04-18 00:00:00
108,37,PO-2026-0037,2011,Coffee Maker,Kitchen,54,54.0,142.65,7703.1,Received,2026-03-20,2026-03-22,Supplier SKU: PRO-2011,system,2026-03-08 00:00:00
109,38,PO-2026-0038,3082,Edge Tuning Tool Set,Ski,67,,94.57,6336.19,Shipped,2026-05-08,,Supplier SKU: ALP-3082,system,2026-04-27 00:00:00
110,38,PO-2026-0038,3101,Winter Boots - Insulated,Ski,11,,109.04,1199.44,Shipped,2026-05-08,,Supplier SKU: ALP-3101,system,2026-04-27 00:00:00
111,38,PO-2026-0038,3012,Mountain Master All-Terrain Skis - 165cm,Ski,3,,653.67,1961.01,Shipped,2026-05-08,,Supplier SKU: ALP-3012,system,2026-04-27 00:00:00
112,39,PO-2026-0039,2091,Spatula,Kitchen,2,,8.1,16.2,Shipped,2026-05-05,,Supplier SKU: PRO-2091,system,2026-04-22 00:00:00
113,39,PO-2026-0039,2112,4-Slice Toaster,Kitchen,87,,69.62,6056.94,Shipped,2026-05-05,,Supplier SKU: PRO-2112,system,2026-04-22 00:00:00
114,39,PO-2026-0039,2011,Coffee Maker,Kitchen,38,,142.65,5420.7,Shipped,2026-05-05,,Supplier SKU: PRO-2011,system,2026-04-22 00:00:00
115,39,PO-2026-0039,2051,Ice Cream Bowl,Kitchen,23,,15.93,366.39,Shipped,2026-05-05,,Supplier SKU: PRO-2051,system,2026-04-22 00:00:00
116,40,PO-2026-0040,2112,4-Slice Toaster,Kitchen,52,52.0,69.62,3620.24,Received,2026-03-15,2026-03-17,Supplier SKU: PRO-2112,system,2026-03-03 00:00:00
117,40,PO-2026-0040,2101,Measuring Cup Set,Kitchen,190,190.0,13.31,2528.9,Received,2026-03-15,2026-03-17,Supplier SKU: PRO-2101,system,2026-03-03 00:00:00
118,40,PO-2026-0040,2071,Baking Pan,Kitchen,11,11.0,19.91,219.01,Received,2026-03-15,2026-03-17,Supplier SKU: PRO-2071,system,2026-03-03 00:00:00
119,40,PO-2026-0040,2022,Fork Set,Kitchen,21,19.0,32.43,681.03,Backordered,2026-03-15,2026-03-17,Supplier SKU: PRO-2022,system,2026-03-03 00:00:00
120,41,PO-2026-0041,1523,TrailLite Daypack,Camping,13,13.0,59.86,778.18,Received,2026-04-18,2026-04-19,Supplier SKU: CON-1523,system,2026-04-10 00:00:00
121,41,PO-2026-0041,1581,LED Headlamp - Rechargeable,Camping,162,162.0,47.08,7626.96,Received,2026-04-18,2026-04-19,Supplier SKU: CON-1581,system,2026-04-10 00:00:00
122,42,PO-2026-0042,3103,Snowboard Bindings - Pro,Ski,48,48.0,221.41,10627.68,Received,2026-02-14,2026-02-18,Supplier SKU: ALP-3103,system,2026-01-31 00:00:00
123,42,PO-2026-0042,3061,Professional Ski Helmet,Ski,32,32.0,127.13,4068.16,Received,2026-02-14,2026-02-18,Supplier SKU: ALP-3061,system,2026-01-31 00:00:00
124,42,PO-2026-0042,3071,Ski Boot Bag - Premium,Ski,2,2.0,38.11,76.22,Received,2026-02-14,2026-02-18,Supplier SKU: ALP-3071,system,2026-01-31 00:00:00
125,42,PO-2026-0042,3021,Nordic Classic XC Skis - 185cm,Ski,11,11.0,260.28,2863.08,Received,2026-02-14,2026-02-18,Supplier SKU: ALP-3021,system,2026-01-31 00:00:00
126,43,PO-2026-0043,2101,Measuring Cup Set,Kitchen,113,113.0,13.31,1504.03,Received,2026-04-14,2026-04-16,Supplier SKU: PRO-2101,system,2026-03-30 00:00:00
127,44,PO-2026-0044,3011,Alpine Pro Racing Skis - 170cm,Ski,4,4.0,1017.98,4071.92,Received,2026-04-08,2026-04-08,Supplier SKU: ALP-3011,system,2026-03-29 00:00:00
128,44,PO-2026-0044,3102,Winter Hiking Boots - Waterproof,Ski,1,1.0,161.94,161.94,Received,2026-04-08,2026-04-08,Supplier SKU: ALP-3102,system,2026-03-29 00:00:00
129,44,PO-2026-0044,3051,Insulated Ski Jacket - Men's,Ski,146,146.0,232.87,33999.02,Received,2026-04-08,2026-04-08,Supplier SKU: ALP-3051,system,2026-03-29 00:00:00
130,45,PO-2026-0045,3012,Mountain Master All-Terrain Skis - 165cm,Ski,1,1.0,653.67,653.67,Received,2026-02-26,2026-02-26,Supplier SKU: ALP-3012,system,2026-02-13 00:00:00
131,45,PO-2026-0045,3091,Freestyle Snowboard - 155cm,Ski,146,146.0,392.32,57278.72,Received,2026-02-26,2026-02-26,Supplier SKU: ALP-3091,system,2026-02-13 00:00:00
132,45,PO-2026-0045,3071,Ski Boot Bag - Premium,Ski,3,3.0,38.11,114.33,Received,2026-02-26,2026-02-26,Supplier SKU: ALP-3071,system,2026-02-13 00:00:00
133,45,PO-2026-0045,3022,Backcountry Explorer XC Skis - 190cm,Ski,12,12.0,413.79,4965.48,Received,2026-02-26,2026-02-26,Supplier SKU: ALP-3022,system,2026-02-13 00:00:00
134,45,PO-2026-0045,3104,Ski Tuning Bench - Portable,Ski,1,0.0,134.62,134.62,Backordered,2026-02-26,2026-02-26,Supplier SKU: ALP-3104,system,2026-02-13 00:00:00
135,46,PO-2026-0046,3082,Edge Tuning Tool Set,Ski,100,,94.57,9457.0,Shipped,2026-04-30,,Supplier SKU: ALP-3082,system,2026-04-16 00:00:00
136,46,PO-2026-0046,3051,Insulated Ski Jacket - Men's,Ski,75,,232.87,17465.25,Shipped,2026-04-30,,Supplier SKU: ALP-3051,system,2026-04-16 00:00:00
137,46,PO-2026-0046,3053,Waterproof Ski Pants,Ski,3,,159.63,478.89,Shipped,2026-04-30,,Supplier SKU: ALP-3053,system,2026-04-16 00:00:00
138,46,PO-2026-0046,3072,Hand Warmers - 10 Pack,Ski,38,,9.14,347.32,Shipped,2026-04-30,,Supplier SKU: ALP-3072,system,2026-04-16 00:00:00
139,47,PO-2026-0047,1541,TrekReady Hiking Boots,Camping,3,3.0,128.34,385.02,Received,2026-02-25,2026-02-27,Supplier SKU: CON-1541,system,2026-02-15 00:00:00
140,47,PO-2026-0047,1571,CozyNights Sleeping Bag,Camping,12,12.0,121.45,1457.4,Received,2026-02-25,2026-02-27,Supplier SKU: CON-1571,system,2026-02-15 00:00:00
141,47,PO-2026-0047,1553,Adventure Dining Table,Camping,15,15.0,94.57,1418.55,Received,2026-02-25,2026-02-27,Supplier SKU: CON-1553,system,2026-02-15 00:00:00
142,47,PO-2026-0047,1523,TrailLite Daypack,Camping,32,32.0,59.86,1915.52,Received,2026-02-25,2026-02-27,Supplier SKU: CON-1523,system,2026-02-15 00:00:00
143,47,PO-2026-0047,1561,EcoFire Camping Stove,Camping,5,5.0,99.22,496.1,Received,2026-02-25,2026-02-27,Supplier SKU: CON-1561,system,2026-02-15 00:00:00
144,48,PO-2026-0048,3071,Ski Boot Bag - Premium,Ski,4,4.0,38.11,152.44,Received,2026-03-15,2026-03-18,Supplier SKU: ALP-3071,system,2026-02-26 00:00:00
145,49,PO-2026-0049,3082,Edge Tuning Tool Set,Ski,91,91.0,95.56,8695.96,Received,2026-04-10,2026-04-13,Supplier SKU: WOR-3082,system,2026-03-15 00:00:00
146,49,PO-2026-0049,3091,Freestyle Snowboard - 155cm,Ski,32,32.0,531.14,16996.48,Received,2026-04-10,2026-04-13,Supplier SKU: WOR-3091,system,2026-03-15 00:00:00
147,50,PO-2026-0050,3032,Comfort Fit Recreational Boots,Ski,93,93.0,315.01,29295.93,Received,2026-02-22,2026-02-23,Supplier SKU: FAB-3032,system,2026-02-08 00:00:00
