TransactionID,ProductID,ProductName,ProductCategory,WarehouseLocation,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
13,1521,Adventurer Pro Backpack,Camping,Main,Adjustment,2026-03-07 00:00:00,-6,115.2,-691.2,ADJ-13,Physical Count,147,141,warehouse1,Transaction processed for Main location,system,2026-03-07 00:00:00
14,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Regional,Receipt,2026-03-01 00:00:00,175,679.44,118901.25,PO-8012,Purchase Order Receipt,11,186,warehouse1,Transaction processed for Regional location,system,2026-03-01 00:00:00
15,3102,Winter Hiking Boots - Waterproof,Ski,Main,Sale,2025-12-04 00:00:00,-14,161.94,-2267.16,SO-98642,Customer Sale,69,55,warehouse1,Transaction processed for Main location,system,2025-12-04 00:00:00
16,1523,TrailLite Daypack,Camping,Backup,Receipt,2025-12-13 00:00:00,57,61.3,3493.91,PO-3580,Purchase Order Receipt,6,63,system,Transaction processed for Backup location,system,2025-12-13 00:00:00
17,1561,EcoFire Camping Stove,Camping,Backup,Sale,2025-12-01 00:00:00,-10,99.22,-992.2,SO-86430,Customer Sale,60,50,warehouse1,Transaction processed for Backup location,system,2025-12-01 00:00:00
18,3011,Alpine Pro Racing Skis - 170cm,Ski,Backup,Sale,2025-11-21 00:00:00,-25,1017.98,-25449.5,SO-74584,Customer Sale,61,36,warehouse1,Transaction processed for Backup location,system,2025-11-21 00:00:00
19,1563,CompactCook Camping Stove,Camping,Backup,Sale,2026-02-11 00:00:00,-25,71.71,-1792.75,SO-72691,Customer Sale,189,164,warehouse2,Transaction processed for Backup location,system,2026-02-11 00:00:00
20,2081,Food Storage Set,Kitchen,Main,Sale,2025-10-24 00:00:00,-47,25.51,-1198.97,SO-70214,Customer Sale,67,20,warehouse2,Transaction processed for Main location,system,2025-10-24 00:00:00
21,2021,Chef Knife,Kitchen,Main,Transfer,2025-10-22 00:00:00,-20,64.1,-1282.0,TRF-2210,Warehouse Transfer,126,106,warehouse2,Transaction processed for Main location,system,2025-10-22 00:00:00
22,1563,CompactCook Camping Stove,Camping,Backup,Transfer,2026-01-21 00:00:00,-23,71.71,-1649.33,TRF-8994,Warehouse Transfer,34,11,warehouse2,Transaction processed for Backup location,system,2026-01-21 00:00:00
23,1523,TrailLite Daypack,Camping,Backup,Sale,2026-01-30 00:00:00,-1,59.86,-59.86,SO-89958,Customer Sale,94,93,warehouse1,Transaction processed for Backup location,system,2026-01-30 00:00:00
24,1553,Adventure Dining Table,Camping,Main,Adjustment,2026-04-22 00:00:00,17,94.57,1607.69,ADJ-24,Cycle Count,66,83,system,Transaction processed for Main location,system,2026-04-22 00:00:00
25,3071,Ski Boot Bag - Premium,Ski,Backup,Sale,2025-10-30 00:00:00,-6,38.11,-228.66,SO-57577,Customer Sale,35,29,warehouse2,Transaction processed for Backup location,system,2025-10-30 00:00:00
26,3031,Pro Flex Racing Ski Boots,Ski,Main,Sale,2026-02-27 00:00:00,-29,435.5,-12629.5,SO-96457,Customer Sale,44,15,warehouse1,Transaction processed for Main location,system,2026-02-27 00:00:00
27,3052,Thermal Base Layer Set - Women's,Ski,Backup,Sale,2026-03-17 00:00:00,-50,107.61,-5380.5,SO-37159,Customer Sale,22,-28,system,Transaction processed for Backup location,system,2026-03-17 00:00:00
28,3081,All-Temp Ski Wax Kit,Ski,Main,Receipt,2025-12-15 00:00:00,116,49.23,5711.14,PO-2513,Purchase Order Receipt,84,200,warehouse2,Transaction processed for Main location,system,2025-12-15 00:00:00
29,3072,Hand Warmers - 10 Pack,Ski,Main,Transfer,2025-11-10 00:00:00,-22,9.14,-201.08,TRF-3815,Warehouse Transfer,16,-6,warehouse1,Transaction processed for Main location,system,2025-11-10 00:00:00
30,1531,Summit Breeze Jacket,Camping,Main,Sale,2026-01-13 00:00:00,-25,109.85,-2746.25,SO-94324,Customer Sale,30,5,system,Transaction processed for Main location,system,2026-01-13 00:00:00
31,3071,Ski Boot Bag - Premium,Ski,Backup,Receipt,2025-10-26 00:00:00,188,36.27,6819.33,PO-5738,Purchase Order Receipt,44,232,warehouse1,Transaction processed for Backup location,system,2025-10-26 00:00:00
32,3031,Pro Flex Racing Ski Boots,Ski,Backup,Return,2025-10-18 00:00:00,4,348.4,1393.6,RET-83582,Customer Return,41,45,system,Transaction processed for Backup location,system,2025-10-18 00:00:00
33,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Backup,Adjustment,2025-10-19 00:00:00,-1,309.36,-309.36,ADJ-33,Cycle Count,34,33,warehouse1,Transaction processed for Backup location,system,2025-10-19 00:00:00
34,2071,Baking Pan,Kitchen,Backup,Adjustment,2025-11-07 00:00:00,15,22.2,333.0,ADJ-34,Cycle Count,23,38,warehouse1,Transaction processed for Backup location,system,2025-11-07 00:00:00
35,1523,TrailLite Daypack,Camping,Backup,Damage,2026-01-12 00:00:00,-1,59.86,-59.86,DMG-35,Warehouse Damage,91,90,warehouse1,Transaction processed for Backup location,system,2026-01-12 00:00:00
36,2061,Mixing Bowl,Kitchen,Backup,Sale,2025-11-27 00:00:00,-28,28.19,-789.32,SO-23369,Customer Sale,92,64,system,Transaction processed for Backup location,system,2025-11-27 00:00:00
37,1562,PowerBurner Camping Stove,Camping,Main,Adjustment,2026-03-12 00:00:00,3,144.87,434.61,ADJ-37,System Correction,104,107,warehouse2,Transaction processed for Main location,system,2026-03-12 00:00:00
38,3062,Anti-Fog Ski Goggles,Ski,Main,Adjustment,2026-03-19 00:00:00,-14,94.98,-1329.72,ADJ-38,Cycle Count,26,12,warehouse1,Transaction processed for Main location,system,2026-03-19 00:00:00
39,3071,Ski Boot Bag - Premium,Ski,Backup,Sale,2026-01-23 00:00:00,-15,38.11,-571.65,SO-18524,Customer Sale,2,-13,system,Transaction processed for Backup location,system,2026-01-23 00:00:00
40,1561,EcoFire Camping Stove,Camping,Backup,Return,2026-04-21 00:00:00,3,79.38,238.13,RET-88702,Customer Return,8,11,warehouse1,Transaction processed for Backup location,system,2026-04-21 00:00:00
41,1522,SummitClimber Backpack,Camping,Backup,Adjustment,2025-12-21 00:00:00,-17,135.31,-2300.27,ADJ-41,System Correction,59,42,system,Transaction processed for Backup location,system,2025-12-21 00:00:00
42,1581,LED Headlamp - Rechargeable,Camping,Backup,Receipt,2026-04-13 00:00:00,139,46.96,6526.81,PO-7095,Purchase Order Receipt,70,209,warehouse2,Transaction processed for Backup location,system,2026-04-13 00:00:00
43,1521,Adventurer Pro Backpack,Camping,Main,Receipt,2026-01-25 00:00:00,182,110.9,20184.59,PO-7771,Purchase Order Receipt,186,368,warehouse1,Transaction processed for Main location,system,2026-01-25 00:00:00
44,2021,Chef Knife,Kitchen,Main,Adjustment,2026-01-29 00:00:00,-3,64.1,-192.3,ADJ-44,System Correction,23,20,warehouse2,Transaction processed for Main location,system,2026-01-29 00:00:00
45,3092,All-Mountain Snowboard - 158cm,Ski,Main,Receipt,2025-12-10 00:00:00,166,605.72,100550.31,PO-8673,Purchase Order Receipt,98,264,warehouse1,Transaction processed for Main location,system,2025-12-10 00:00:00
46,1563,CompactCook Camping Stove,Camping,Backup,Sale,2026-04-10 00:00:00,-14,71.71,-1003.94,SO-97320,Customer Sale,70,56,warehouse2,Transaction processed for Backup location,system,2026-04-10 00:00:00
47,2071,Baking Pan,Kitchen,Backup,Adjustment,2026-01-14 00:00:00,-18,22.2,-399.6,ADJ-47,Physical Count,9,-9,system,Transaction processed for Backup location,system,2026-01-14 00:00:00
48,2041,Serving Platter,Kitchen,Main,Receipt,2025-10-08 00:00:00,179,46.16,8262.92,PO-9797,Purchase Order Receipt,126,305,warehouse1,Transaction processed for Main location,system,2025-10-08 00:00:00
49,3062,Anti-Fog Ski Goggles,Ski,Main,Return,2025-12-02 00:00:00,5,75.98,379.92,RET-25185,Customer Return,75,80,warehouse2,Transaction processed for Main location,system,2025-12-02 00:00:00
50,2112,4-Slice Toaster,Kitchen,Main,Sale,2025-11-05 00:00:00,-34,69.62,-2367.08,SO-63946,Customer Sale,115,81,warehouse1,Transaction processed for Main location,system,2025-11-05 00:00:00
51,3071,Ski Boot Bag - Premium,Ski,Main,Receipt,2026-01-15 00:00:00,138,37.12,5122.4,PO-8737,Purchase Order Receipt,76,214,warehouse2,Transaction processed for Main location,system,2026-01-15 00:00:00
52,1543,TrekStar Hiking Sandals,Camping,Main,Damage,2026-01-18 00:00:00,-10,68.46,-684.6,DMG-52,Warehouse Damage,94,84,warehouse2,Transaction processed for Main location,system,2026-01-18 00:00:00
53,1571,CozyNights Sleeping Bag,Camping,Main,Sale,2026-03-07 00:00:00,-8,121.45,-971.6,SO-25683,Customer Sale,103,95,system,Transaction processed for Main location,system,2026-03-07 00:00:00
54,3022,Backcountry Explorer XC Skis - 190cm,Ski,Main,Receipt,2025-11-14 00:00:00,144,432.22,62240.4,PO-3681,Purchase Order Receipt,25,169,system,Transaction processed for Main location,system,2025-11-14 00:00:00
55,2071,Baking Pan,Kitchen,Backup,Sale,2025-11-18 00:00:00,-50,22.2,-1110.0,SO-32991,Customer Sale,21,-29,warehouse2,Transaction processed for Backup location,system,2025-11-18 00:00:00
56,1523,TrailLite Daypack,Camping,Main,Sale,2025-11-06 00:00:00,-23,59.86,-1376.78,SO-47852,Customer Sale,20,-3,system,Transaction processed for Main location,system,2025-11-06 00:00:00
57,3091,Freestyle Snowboard - 155cm,Ski,Main,Sale,2025-12-14 00:00:00,-8,461.73,-3693.84,SO-21242,Customer Sale,170,162,system,Transaction processed for Main location,system,2025-12-14 00:00:00
58,3051,Insulated Ski Jacket - Men's,Ski,Main,Receipt,2025-10-18 00:00:00,130,234.33,30462.31,PO-8031,Purchase Order Receipt,73,203,warehouse2,Transaction processed for Main location,system,2025-10-18 00:00:00
59,2021,Chef Knife,Kitchen,Main,Sale,2025-10-26 00:00:00,-7,64.1,-448.7,SO-53967,Customer Sale,142,135,system,Transaction processed for Main location,system,2025-10-26 00:00:00
60,3042,Aluminum All-Mountain Poles - 115cm,Ski,Main,Receipt,2025-11-26 00:00:00,100,70.28,7027.83,PO-4897,Purchase Order Receipt,115,215,warehouse2,Transaction processed for Main location,system,2025-11-26 00:00:00
61,3031,Pro Flex Racing Ski Boots,Ski,Backup,Receipt,2026-01-06 00:00:00,49,427.42,20943.52,PO-8333,Purchase Order Receipt,27,76,system,Transaction processed for Backup location,system,2026-01-06 00:00:00
62,2091,Spatula,Kitchen,Main,Sale,2025-11-24 00:00:00,-35,8.1,-283.5,SO-63638,Customer Sale,84,49,warehouse2,Transaction processed for Main location,system,2025-11-24 00:00:00
63,3033,Women's Performance Ski Boots,Ski,Main,Sale,2025-11-17 00:00:00,-28,357.49,-10009.72,SO-73998,Customer Sale,76,48,warehouse2,Transaction processed for Main location,system,2025-11-17 00:00:00
64,1522,SummitClimber Backpack,Camping,Main,Transfer,2025-11-29 00:00:00,-38,135.31,-5141.78,TRF-3579,Warehouse Transfer,23,-15,warehouse1,Transaction processed for Main location,system,2025-11-29 00:00:00
65,2051,Ice Cream Bowl,Kitchen,Regional,Receipt,2026-03-15 00:00:00,66,16.48,1087.61,PO-5522,Purchase Order Receipt,11,77,warehouse2,Transaction processed for Regional location,system,2026-03-15 00:00:00
66,2031,Coffee Mug,Kitchen,Main,Sale,2025-10-30 00:00:00,-10,23.14,-231.4,SO-88706,Customer Sale,19,9,warehouse1,Transaction processed for Main location,system,2025-10-30 00:00:00
67,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Regional,Sale,2025-12-08 00:00:00,-5,653.67,-3268.35,SO-98138,Customer Sale,69,64,warehouse1,Transaction processed for Regional location,system,2025-12-08 00:00:00
68,3082,Edge Tuning Tool Set,Ski,Main,Sale,2025-10-22 00:00:00,-49,95.06,-4657.94,SO-60996,Customer Sale,4,-45,warehouse1,Transaction processed for Main location,system,2025-10-22 00:00:00
69,1551,BaseCamp Folding Table,Camping,Backup,Sale,2026-04-01 00:00:00,-25,70.55,-1763.75,SO-72163,Customer Sale,61,36,warehouse2,Transaction processed for Backup location,system,2026-04-01 00:00:00
70,1541,TrekReady Hiking Boots,Camping,Main,Receipt,2025-10-07 00:00:00,71,126.46,8978.41,PO-9202,Purchase Order Receipt,27,98,system,Transaction processed for Main location,system,2025-10-07 00:00:00
71,3041,Carbon Fiber Racing Poles - 120cm,Ski,Backup,Receipt,2026-04-08 00:00:00,68,109.11,7419.17,PO-5470,Purchase Order Receipt,9,77,warehouse1,Transaction processed for Backup location,system,2026-04-08 00:00:00
72,3081,All-Temp Ski Wax Kit,Ski,Main,Damage,2025-10-23 00:00:00,-9,49.05,-441.45,DMG-72,Quality Issue,68,59,system,Transaction processed for Main location,system,2025-10-23 00:00:00
73,1562,PowerBurner Camping Stove,Camping,Main,Sale,2026-03-07 00:00:00,-30,144.87,-4346.1,SO-38877,Customer Sale,121,91,warehouse1,Transaction processed for Main location,system,2026-03-07 00:00:00
74,3042,Aluminum All-Mountain Poles - 115cm,Ski,Main,Transfer,2025-11-16 00:00:00,-36,69.57,-2504.52,TRF-1974,Warehouse Transfer,31,-5,warehouse2,Transaction processed for Main location,system,2025-11-16 00:00:00
75,2081,Food Storage Set,Kitchen,Main,Sale,2026-02-22 00:00:00,-39,25.51,-994.89,SO-83001,Customer Sale,90,51,warehouse1,Transaction processed for Main location,system,2026-02-22 00:00:00
76,1561,EcoFire Camping Stove,Camping,Backup,Receipt,2026-03-11 00:00:00,82,98.68,8092.17,PO-2832,Purchase Order Receipt,5,87,system,Transaction processed for Backup location,system,2026-03-11 00:00:00
77,3031,Pro Flex Racing Ski Boots,Ski,Main,Receipt,2026-01-28 00:00:00,63,416.05,26211.06,PO-4480,Purchase Order Receipt,52,115,warehouse1,Transaction processed for Main location,system,2026-01-28 00:00:00
78,3092,All-Mountain Snowboard - 158cm,Ski,Main,Sale,2026-01-23 00:00:00,-21,602.17,-12645.57,SO-49241,Customer Sale,54,33,warehouse2,Transaction processed for Main location,system,2026-01-23 00:00:00
79,1563,CompactCook Camping Stove,Camping,Backup,Sale,2026-01-22 00:00:00,-8,71.71,-573.68,SO-65666,Customer Sale,171,163,warehouse1,Transaction processed for Backup location,system,2026-01-22 00:00:00
80,1561,EcoFire Camping Stove,Camping,Main,Transfer,2026-01-03 00:00:00,-6,99.22,-595.32,TRF-1844,Warehouse Transfer,123,117,warehouse1,Transaction processed for Main location,system,2026-01-03 00:00:00
81,3071,Ski Boot Bag - Premium,Ski,Main,Sale,2025-12-03 00:00:00,-46,38.11,-1753.06,SO-51570,Customer Sale,41,-5,system,Transaction processed for Main location,system,2025-12-03 00:00:00
82,2011,Coffee Maker,Kitchen,Backup,Return,2026-01-30 00:00:00,2,114.12,228.24,RET-96433,Customer Return,7,9,warehouse2,Transaction processed for Backup location,system,2026-01-30 00:00:00
83,3061,Professional Ski Helmet,Ski,Main,Return,2025-10-09 00:00:00,5,101.7,508.52,RET-72758,Customer Return,220,225,warehouse2,Transaction processed for Main location,system,2025-10-09 00:00:00
84,2112,4-Slice Toaster,Kitchen,Main,Receipt,2026-03-05 00:00:00,181,67.27,12175.43,PO-7478,Purchase Order Receipt,235,416,warehouse1,Transaction processed for Main location,system,2026-03-05 00:00:00
85,1541,TrekReady Hiking Boots,Camping,Main,Sale,2026-04-04 00:00:00,-31,128.34,-3978.54,SO-27433,Customer Sale,79,48,warehouse1,Transaction processed for Main location,system,2026-04-04 00:00:00
86,3071,Ski Boot Bag - Premium,Ski,Main,Transfer,2025-11-29 00:00:00,-39,38.11,-1486.29,TRF-2863,Warehouse Transfer,79,40,warehouse1,Transaction processed for Main location,system,2025-11-29 00:00:00
87,3091,Freestyle Snowboard - 155cm,Ski,Main,Receipt,2026-04-11 00:00:00,159,477.28,75887.13,PO-5230,Purchase Order Receipt,231,390,warehouse1,Transaction processed for Main location,system,2026-04-11 00:00:00
88,3041,Carbon Fiber Racing Poles - 120cm,Ski,Backup,Receipt,2026-03-19 00:00:00,19,110.53,2099.99,PO-3278,Purchase Order Receipt,97,116,warehouse1,Transaction processed for Backup location,system,2026-03-19 00:00:00
89,1542,TrailWalker Hiking Shoes,Camping,Backup,Sale,2026-04-08 00:00:00,-30,90.42,-2712.6,SO-20907,Customer Sale,7,-23,system,Transaction processed for Backup location,system,2026-04-08 00:00:00
90,1581,LED Headlamp - Rechargeable,Camping,Backup,Sale,2025-12-14 00:00:00,-5,47.08,-235.4,SO-24616,Customer Sale,131,126,warehouse1,Transaction processed for Backup location,system,2025-12-14 00:00:00
91,3071,Ski Boot Bag - Premium,Ski,Main,Sale,2026-01-31 00:00:00,-26,38.11,-990.86,SO-87468,Customer Sale,31,5,warehouse2,Transaction processed for Main location,system,2026-01-31 00:00:00
92,1561,EcoFire Camping Stove,Camping,Backup,Adjustment,2025-10-07 00:00:00,-16,99.22,-1587.52,ADJ-92,System Correction,22,6,warehouse2,Transaction processed for Backup location,system,2025-10-07 00:00:00
93,3051,Insulated Ski Jacket - Men's,Ski,Main,Receipt,2026-02-16 00:00:00,98,218.58,21421.27,PO-7692,Purchase Order Receipt,49,147,system,Transaction processed for Main location,system,2026-02-16 00:00:00
94,3051,Insulated Ski Jacket - Men's,Ski,Main,Transfer,2026-04-17 00:00:00,-42,229.39,-9634.38,TRF-1310,Warehouse Transfer,118,76,warehouse2,Transaction processed for Main location,system,2026-04-17 00:00:00
95,1553,Adventure Dining Table,Camping,Main,Receipt,2026-03-12 00:00:00,124,96.69,11989.18,PO-4523,Purchase Order Receipt,78,202,warehouse1,Transaction processed for Main location,system,2026-03-12 00:00:00
96,1551,BaseCamp Folding Table,Camping,Main,Damage,2025-11-19 00:00:00,-3,70.55,-211.65,DMG-96,Quality Issue,17,14,warehouse1,Transaction processed for Main location,system,2025-11-19 00:00:00
97,3033,Women's Performance Ski Boots,Ski,Main,Damage,2026-01-26 00:00:00,-3,357.49,-1072.47,DMG-97,Warehouse Damage,77,74,system,Transaction processed for Main location,system,2026-01-26 00:00:00
98,1541,TrekReady Hiking Boots,Camping,Main,Receipt,2025-12-07 00:00:00,54,130.51,7047.5,PO-8614,Purchase Order Receipt,103,157,system,Transaction processed for Main location,system,2025-12-07 00:00:00
99,2111,High-Speed Blender,Kitchen,Main,Receipt,2026-04-26 00:00:00,123,133.96,16476.97,PO-4809,Purchase Order Receipt,23,146,warehouse2,Transaction processed for Main location,system,2026-04-26 00:00:00
100,3021,Nordic Classic XC Skis - 185cm,Ski,Main,Receipt,2026-03-04 00:00:00,61,243.77,14870.04,PO-5530,Purchase Order Receipt,176,237,warehouse1,Transaction processed for Main location,system,2026-03-04 00:00:00
101,1572,MountainDream Sleeping Bag,Camping,Main,Sale,2026-04-30 00:00:00,-15,229.67,-3445.05,SO-31596,Customer Sale,5,-10,warehouse1,Transaction processed for Main location,system,2026-04-30 00:00:00
102,3101,Winter Boots - Insulated,Ski,Backup,Sale,2026-02-28 00:00:00,-6,121.65,-729.9,SO-14028,Customer Sale,0,-6,warehouse1,Transaction processed for Backup location,system,2026-02-28 00:00:00
103,3022,Backcountry Explorer XC Skis - 190cm,Ski,Main,Receipt,2026-04-03 00:00:00,107,430.99,46115.67,PO-2245,Purchase Order Receipt,29,136,system,Transaction processed for Main location,system,2026-04-03 00:00:00
104,2101,Measuring Cup Set,Kitchen,Main,Sale,2026-04-04 00:00:00,-50,13.31,-665.5,SO-71229,Customer Sale,57,7,system,Transaction processed for Main location,system,2026-04-04 00:00:00
105,1532,TrailBlaze Hiking Pants,Camping,Backup,Transfer,2026-02-28 00:00:00,-12,67.2,-806.4,TRF-9485,Warehouse Transfer,255,243,system,Transaction processed for Backup location,system,2026-02-28 00:00:00
106,3091,Freestyle Snowboard - 155cm,Ski,Main,Receipt,2025-11-03 00:00:00,108,440.58,47583.16,PO-3319,Purchase Order Receipt,193,301,system,Transaction processed for Main location,system,2025-11-03 00:00:00
107,1522,SummitClimber Backpack,Camping,Main,Adjustment,2026-03-15 00:00:00,11,135.31,1488.41,ADJ-107,Physical Count,14,25,system,Transaction processed for Main location,system,2026-03-15 00:00:00
108,2011,Coffee Maker,Kitchen,Backup,Sale,2026-03-02 00:00:00,-42,142.65,-5991.3,SO-32846,Customer Sale,16,-26,warehouse2,Transaction processed for Backup location,system,2026-03-02 00:00:00
109,3021,Nordic Classic XC Skis - 185cm,Ski,Main,Damage,2025-11-11 00:00:00,-9,255.72,-2301.48,DMG-109,Quality Issue,43,34,warehouse2,Transaction processed for Main location,system,2025-11-11 00:00:00
110,3011,Alpine Pro Racing Skis - 170cm,Ski,Backup,Sale,2026-03-28 00:00:00,-34,1017.98,-34611.32,SO-99399,Customer Sale,89,55,warehouse2,Transaction processed for Backup location,system,2026-03-28 00:00:00
111,2071,Baking Pan,Kitchen,Backup,Transfer,2025-11-17 00:00:00,-10,22.2,-222.0,TRF-5105,Warehouse Transfer,120,110,warehouse2,Transaction processed for Backup location,system,2025-11-17 00:00:00
112,3101,Winter Boots - Insulated,Ski,Backup,Damage,2025-11-03 00:00:00,-9,121.65,-1094.85,DMG-112,Quality Issue,36,27,warehouse2,Transaction processed for Backup location,system,2025-11-03 00:00:00
113,1541,TrekReady Hiking Boots,Camping,Main,Adjustment,2025-10-14 00:00:00,-4,128.34,-513.36,ADJ-113,Cycle Count,0,-4,warehouse2,Transaction processed for Main location,system,2025-10-14 00:00:00
114,3081,All-Temp Ski Wax Kit,Ski,Main,Return,2025-11-17 00:00:00,3,39.24,117.72,RET-86102,Customer Return,118,121,warehouse1,Transaction processed for Main location,system,2025-11-17 00:00:00
115,1581,LED Headlamp - Rechargeable,Camping,Backup,Damage,2025-10-07 00:00:00,-7,47.08,-329.56,DMG-115,Quality Issue,75,68,system,Transaction processed for Backup location,system,2025-10-07 00:00:00
116,3103,Snowboard Bindings - Pro,Ski,Main,Sale,2026-03-26 00:00:00,-25,221.41,-5535.25,SO-36408,Customer Sale,91,66,system,Transaction processed for Main location,system,2026-03-26 00:00:00
117,3101,Winter Boots - Insulated,Ski,Backup,Receipt,2025-12-03 00:00:00,17,122.24,2078.08,PO-3923,Purchase Order Receipt,78,95,system,Transaction processed for Backup location,system,2025-12-03 00:00:00
118,3031,Pro Flex Racing Ski Boots,Ski,Backup,Sale,2026-01-08 00:00:00,-50,435.5,-21775.0,SO-66468,Customer Sale,93,43,warehouse2,Transaction processed for Backup location,system,2026-01-08 00:00:00
119,3031,Pro Flex Racing Ski Boots,Ski,Backup,Adjustment,2026-02-09 00:00:00,-16,435.5,-6968.0,ADJ-119,System Correction,25,9,warehouse2,Transaction processed for Backup location,system,2026-02-09 00:00:00
120,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Backup,Transfer,2026-04-01 00:00:00,-41,309.36,-12683.76,TRF-1188,Warehouse Transfer,94,53,warehouse1,Transaction processed for Backup location,system,2026-04-01 00:00:00
121,3071,Ski Boot Bag - Premium,Ski,Main,Receipt,2026-03-02 00:00:00,84,39.52,3319.75,PO-3650,Purchase Order Receipt,14,98,system,Transaction processed for Main location,system,2026-03-02 00:00:00
122,3061,Professional Ski Helmet,Ski,Main,Sale,2026-01-19 00:00:00,-24,127.13,-3051.12,SO-13275,Customer Sale,324,300,warehouse2,Transaction processed for Main location,system,2026-01-19 00:00:00
123,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Regional,Sale,2026-01-06 00:00:00,-14,653.67,-9151.38,SO-42549,Customer Sale,59,45,warehouse2,Transaction processed for Regional location,system,2026-01-06 00:00:00
124,3082,Edge Tuning Tool Set,Ski,Main,Receipt,2026-01-07 00:00:00,200,92.48,18496.71,PO-1559,Purchase Order Receipt,103,303,warehouse2,Transaction processed for Main location,system,2026-01-07 00:00:00
125,3102,Winter Hiking Boots - Waterproof,Ski,Main,Sale,2025-10-31 00:00:00,-12,161.94,-1943.28,SO-22410,Customer Sale,79,67,system,Transaction processed for Main location,system,2025-10-31 00:00:00
126,1563,CompactCook Camping Stove,Camping,Backup,Sale,2025-12-26 00:00:00,-17,71.71,-1219.07,SO-25861,Customer Sale,59,42,warehouse1,Transaction processed for Backup location,system,2025-12-26 00:00:00
127,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Regional,Sale,2026-02-11 00:00:00,-6,653.67,-3922.02,SO-56583,Customer Sale,69,63,warehouse2,Transaction processed for Regional location,system,2026-02-11 00:00:00
128,1562,PowerBurner Camping Stove,Camping,Main,Sale,2026-02-08 00:00:00,-5,144.87,-724.35,SO-94950,Customer Sale,96,91,warehouse1,Transaction processed for Main location,system,2026-02-08 00:00:00
129,2081,Food Storage Set,Kitchen,Main,Adjustment,2026-04-16 00:00:00,19,25.51,484.69,ADJ-129,Physical Count,6,25,system,Transaction processed for Main location,system,2026-04-16 00:00:00
130,3071,Ski Boot Bag - Premium,Ski,Backup,Receipt,2026-04-17 00:00:00,66,38.55,2544.27,PO-5170,Purchase Order Receipt,37,103,system,Transaction processed for Backup location,system,2026-04-17 00:00:00
