ProductSupplierID,ProductID,ProductName,ProductCategory,SupplierID,SupplierName,SupplierProductCode,WholesaleCost,MinOrderQuantity,MaxOrderQuantity,LeadTimeDays,Status,CreatedBy,CreatedDate
20,1553,Adventure Dining Table,Camping,1,Contoso Ltd,CON-1553,91.38,50,5000.0,12,Active,system,2026-01-22
21,1563,CompactCook Camping Stove,Camping,1,Contoso Ltd,CON-1563,70.33,1,,9,Active,system,2025-11-29
22,1581,LED Headlamp - Rechargeable,Camping,1,Contoso Ltd,CON-1581,48.56,1,,10,Active,system,2025-11-25
23,2011,Coffee Maker,Kitchen,2,Proseware Inc,PRO-2011,118.56,5,5000.0,7,Active,system,2025-12-17
24,2011,Coffee Maker,Kitchen,4,Worldwide Importers,WOR-2011,130.73,25,,21,Active,system,2025-11-11
25,2012,Espresso Machine,Kitchen,2,Proseware Inc,PRO-2012,312.61,10,10000.0,9,Active,system,2025-12-31
26,2021,Chef Knife,Kitchen,2,Proseware Inc,PRO-2021,71.31,10,1000.0,10,Active,system,2026-03-26
27,2022,Fork Set,Kitchen,2,Proseware Inc,PRO-2022,36.37,5,1000.0,10,Active,system,2026-01-31
28,2031,Coffee Mug,Kitchen,2,Proseware Inc,PRO-2031,23.04,5,,8,Active,system,2026-03-21
29,2041,Serving Platter,Kitchen,2,Proseware Inc,PRO-2041,44.39,25,,11,Active,system,2026-03-03
30,2051,Ice Cream Bowl,Kitchen,2,Proseware Inc,PRO-2051,16.44,50,1000.0,8,Active,system,2025-12-30
31,2061,Mixing Bowl,Kitchen,2,Proseware Inc,PRO-2061,25.72,10,,7,Active,system,2025-11-26
32,2071,Baking Pan,Kitchen,2,Proseware Inc,PRO-2071,21.94,5,5000.0,8,Active,system,2025-12-11
33,2081,Food Storage Set,Kitchen,2,Proseware Inc,PRO-2081,25.3,5,1000.0,13,Active,system,2026-01-01
34,2091,Spatula,Kitchen,2,Proseware Inc,PRO-2091,7.98,1,5000.0,7,Active,system,2025-12-19
35,2101,Measuring Cup Set,Kitchen,2,Proseware Inc,PRO-2101,13.5,10,10000.0,9,Active,system,2025-12-19
36,2111,High-Speed Blender,Kitchen,2,Proseware Inc,PRO-2111,123.0,1,10000.0,7,Active,system,2026-03-23
37,2111,High-Speed Blender,Kitchen,4,Worldwide Importers,WOR-2111,162.2,25,,20,Active,system,2026-02-09
38,2112,4-Slice Toaster,Kitchen,2,Proseware Inc,PRO-2112,66.6,5,5000.0,9,Active,system,2025-11-24
39,2121,Bamboo Cutting Board Set,Kitchen,2,Proseware Inc,PRO-2121,30.0,5,5000.0,11,Active,system,2026-01-06
40,2121,Bamboo Cutting Board Set,Kitchen,4,Worldwide Importers,WOR-2121,33.23,50,,16,Active,system,2025-12-13
41,3011,Alpine Pro Racing Skis - 170cm,Ski,3,Alpine Ski House,ALP-3011,1027.27,10,1000.0,10,Active,system,2025-12-07
42,3011,Alpine Pro Racing Skis - 170cm,Ski,5,Fabrikam,FAB-3011,910.08,10,2000.0,19,Active,system,2026-01-02
43,3012,Mountain Master All-Terrain Skis - 165cm,Ski,3,Alpine Ski House,ALP-3012,597.44,50,10000.0,15,Active,system,2026-03-20
44,3012,Mountain Master All-Terrain Skis - 165cm,Ski,4,Worldwide Importers,WOR-3012,676.38,25,500.0,20,Active,system,2025-12-21
45,3012,Mountain Master All-Terrain Skis - 165cm,Ski,5,Fabrikam,FAB-3012,703.52,1,,16,Active,system,2026-02-23
46,3013,Beginner's Choice Alpine Skis - 160cm,Ski,3,Alpine Ski House,ALP-3013,344.68,50,5000.0,13,Active,system,2026-03-14
47,3021,Nordic Classic XC Skis - 185cm,Ski,3,Alpine Ski House,ALP-3021,262.32,10,5000.0,11,Active,system,2026-03-09
48,3021,Nordic Classic XC Skis - 185cm,Ski,5,Fabrikam,FAB-3021,278.45,25,5000.0,14,Active,system,2026-01-09
49,3022,Backcountry Explorer XC Skis - 190cm,Ski,3,Alpine Ski House,ALP-3022,352.53,5,10000.0,15,Active,system,2026-02-18
50,3031,Pro Flex Racing Ski Boots,Ski,3,Alpine Ski House,ALP-3031,419.97,1,1000.0,10,Active,system,2026-01-10
51,3032,Comfort Fit Recreational Boots,Ski,3,Alpine Ski House,ALP-3032,240.85,10,,14,Active,system,2026-01-06
52,3033,Women's Performance Ski Boots,Ski,3,Alpine Ski House,ALP-3033,419.49,10,,15,Active,system,2025-12-03
53,3041,Carbon Fiber Racing Poles - 120cm,Ski,3,Alpine Ski House,ALP-3041,127.74,25,10000.0,11,Active,system,2026-03-14
54,3042,Aluminum All-Mountain Poles - 115cm,Ski,3,Alpine Ski House,ALP-3042,62.54,1,,12,Active,system,2025-12-13
55,3051,Insulated Ski Jacket - Men's,Ski,3,Alpine Ski House,ALP-3051,226.49,50,1000.0,14,Active,system,2025-12-07
56,3052,Thermal Base Layer Set - Women's,Ski,3,Alpine Ski House,ALP-3052,115.25,50,5000.0,10,Active,system,2025-12-11
57,3053,Waterproof Ski Pants,Ski,3,Alpine Ski House,ALP-3053,154.8,5,1000.0,15,Active,system,2025-12-17
58,3053,Waterproof Ski Pants,Ski,4,Worldwide Importers,WOR-3053,174.26,25,5000.0,21,Active,system,2026-02-22
59,3053,Waterproof Ski Pants,Ski,5,Fabrikam,FAB-3053,211.38,50,5000.0,17,Active,system,2026-01-01
60,3061,Professional Ski Helmet,Ski,3,Alpine Ski House,ALP-3061,151.7,5,5000.0,14,Active,system,2025-12-02
61,3062,Anti-Fog Ski Goggles,Ski,3,Alpine Ski House,ALP-3062,81.58,1,1000.0,10,Active,system,2026-01-10
62,3062,Anti-Fog Ski Goggles,Ski,5,Fabrikam,FAB-3062,94.79,10,2000.0,19,Active,system,2025-12-14
63,3071,Ski Boot Bag - Premium,Ski,3,Alpine Ski House,ALP-3071,39.17,10,1000.0,10,Active,system,2025-11-16
64,3072,Hand Warmers - 10 Pack,Ski,3,Alpine Ski House,ALP-3072,9.99,10,5000.0,12,Active,system,2025-12-25
65,3072,Hand Warmers - 10 Pack,Ski,5,Fabrikam,FAB-3072,11.41,50,2000.0,18,Active,system,2026-02-13
66,3081,All-Temp Ski Wax Kit,Ski,3,Alpine Ski House,ALP-3081,58.16,1,,9,Active,system,2026-03-08
67,3082,Edge Tuning Tool Set,Ski,3,Alpine Ski House,ALP-3082,84.82,50,,14,Active,system,2026-03-07
68,3091,Freestyle Snowboard - 155cm,Ski,3,Alpine Ski House,ALP-3091,456.94,5,,15,Active,system,2025-12-11
69,3092,All-Mountain Snowboard - 158cm,Ski,3,Alpine Ski House,ALP-3092,540.11,5,1000.0,14,Active,system,2025-12-10
70,3101,Winter Boots - Insulated,Ski,3,Alpine Ski House,ALP-3101,96.57,25,1000.0,13,Active,system,2026-03-23
71,3101,Winter Boots - Insulated,Ski,4,Worldwide Importers,WOR-3101,132.32,25,500.0,16,Active,system,2026-03-21
72,3102,Winter Hiking Boots - Waterproof,Ski,3,Alpine Ski House,ALP-3102,151.35,50,10000.0,12,Active,system,2026-01-04
73,3102,Winter Hiking Boots - Waterproof,Ski,5,Fabrikam,FAB-3102,194.91,1,,12,Active,system,2025-12-31
74,3103,Snowboard Bindings - Pro,Ski,3,Alpine Ski House,ALP-3103,180.33,5,1000.0,15,Active,system,2025-12-01
75,3104,Ski Tuning Bench - Portable,Ski,3,Alpine Ski House,ALP-3104,118.89,1,5000.0,12,Active,system,2026-01-19
