PurchaseOrderItemID,PurchaseOrderID,PurchaseOrderNumber,ProductID,ProductName,ProductCategory,QuantityOrdered,QuantityReceived,UnitCost,LineTotal,Status,ExpectedDate,ReceivedDate,Notes,CreatedBy,CreatedDate
22,8,PO-2026-0008,2121,Bamboo Cutting Board Set,Kitchen,210,,33.23,6978.3,Shipped,2026-04-30,,Supplier SKU: WOR-2121,system,2026-04-11
23,8,PO-2026-0008,3012,Mountain Master All-Terrain Skis - 165cm,Ski,89,,676.38,60197.82,Shipped,2026-04-30,,Supplier SKU: WOR-3012,system,2026-04-11
24,8,PO-2026-0008,2011,Coffee Maker,Kitchen,36,,130.73,4706.28,Shipped,2026-04-30,,Supplier SKU: WOR-2011,system,2026-04-11
25,9,PO-2026-0009,1552,TrekMaster Camping Chair,Camping,13,13.0,58.45,759.85,Received,2026-03-27,2026-03-27,Supplier SKU: CON-1552,system,2026-03-12
26,10,PO-2026-0010,3072,Hand Warmers - 10 Pack,Ski,151,,11.41,1722.91,Shipped,2026-03-25,,Supplier SKU: FAB-3072,system,2026-03-07
27,10,PO-2026-0010,3011,Alpine Pro Racing Skis - 170cm,Ski,19,,910.08,17291.52,Shipped,2026-03-25,,Supplier SKU: FAB-3011,system,2026-03-07
28,10,PO-2026-0010,3012,Mountain Master All-Terrain Skis - 165cm,Ski,5,,703.52,3517.6,Shipped,2026-03-25,,Supplier SKU: FAB-3012,system,2026-03-07
29,10,PO-2026-0010,3102,Winter Hiking Boots - Waterproof,Ski,1,,194.91,194.91,Shipped,2026-03-25,,Supplier SKU: FAB-3102,system,2026-03-07
30,10,PO-2026-0010,3053,Waterproof Ski Pants,Ski,98,,211.38,20715.24,Shipped,2026-03-25,,Supplier SKU: FAB-3053,system,2026-03-07
31,11,PO-2026-0011,2101,Measuring Cup Set,Kitchen,48,48.0,13.5,648.0,Received,2026-04-04,2026-04-05,Supplier SKU: PRO-2101,system,2026-03-26
32,11,PO-2026-0011,2112,4-Slice Toaster,Kitchen,16,16.0,66.6,1065.6,Received,2026-04-04,2026-04-05,Supplier SKU: PRO-2112,system,2026-03-26
33,11,PO-2026-0011,2121,Bamboo Cutting Board Set,Kitchen,14,14.0,30.0,420.0,Received,2026-04-04,2026-04-05,Supplier SKU: PRO-2121,system,2026-03-26
34,11,PO-2026-0011,2051,Ice Cream Bowl,Kitchen,96,96.0,16.44,1578.24,Received,2026-04-04,2026-04-05,Supplier SKU: PRO-2051,system,2026-03-26
35,11,PO-2026-0011,2111,High-Speed Blender,Kitchen,4,4.0,123.0,492.0,Received,2026-04-04,2026-04-05,Supplier SKU: PRO-2111,system,2026-03-26
36,12,PO-2026-0012,2121,Bamboo Cutting Board Set,Kitchen,9,9.0,30.0,270.0,Received,2026-04-27,2026-04-27,Supplier SKU: PRO-2121,system,2026-04-12
37,12,PO-2026-0012,2021,Chef Knife,Kitchen,42,42.0,71.31,2995.02,Received,2026-04-27,2026-04-27,Supplier SKU: PRO-2021,system,2026-04-12
38,12,PO-2026-0012,2041,Serving Platter,Kitchen,63,63.0,44.39,2796.57,Received,2026-04-27,2026-04-27,Supplier SKU: PRO-2041,system,2026-04-12
39,12,PO-2026-0012,2091,Spatula,Kitchen,1,0.0,7.98,7.98,Backordered,2026-04-27,2026-04-27,Supplier SKU: PRO-2091,system,2026-04-12
40,12,PO-2026-0012,2081,Food Storage Set,Kitchen,11,11.0,25.3,278.3,Received,2026-04-27,2026-04-27,Supplier SKU: PRO-2081,system,2026-04-12
41,13,PO-2026-0013,3031,Pro Flex Racing Ski Boots,Ski,2,2.0,419.97,839.94,Received,2026-02-20,2026-02-22,Supplier SKU: ALP-3031,system,2026-02-07
42,13,PO-2026-0013,3103,Snowboard Bindings - Pro,Ski,9,8.0,180.33,1622.97,Backordered,2026-02-20,2026-02-22,Supplier SKU: ALP-3103,system,2026-02-07
43,13,PO-2026-0013,3033,Women's Performance Ski Boots,Ski,20,20.0,419.49,8389.8,Received,2026-02-20,2026-02-22,Supplier SKU: ALP-3033,system,2026-02-07
44,13,PO-2026-0013,3072,Hand Warmers - 10 Pack,Ski,48,48.0,9.99,479.52,Received,2026-02-20,2026-02-22,Supplier SKU: ALP-3072,system,2026-02-07
45,13,PO-2026-0013,3071,Ski Boot Bag - Premium,Ski,46,46.0,39.17,1801.82,Received,2026-02-20,2026-02-22,Supplier SKU: ALP-3071,system,2026-02-07
46,14,PO-2026-0014,3101,Winter Boots - Insulated,Ski,105,105.0,132.32,13893.6,Received,2026-04-05,2026-04-07,Supplier SKU: WOR-3101,system,2026-03-16
47,14,PO-2026-0014,3053,Waterproof Ski Pants,Ski,108,108.0,174.26,18820.08,Received,2026-04-05,2026-04-07,Supplier SKU: WOR-3053,system,2026-03-16
48,14,PO-2026-0014,1541,TrekReady Hiking Boots,Camping,1,0.0,137.75,137.75,Backordered,2026-04-05,2026-04-07,Supplier SKU: WOR-1541,system,2026-03-16
49,15,PO-2026-0015,3021,Nordic Classic XC Skis - 185cm,Ski,44,44.0,278.45,12251.8,Received,2026-03-22,2026-03-25,Supplier SKU: FAB-3021,system,2026-03-05
50,15,PO-2026-0015,3012,Mountain Master All-Terrain Skis - 165cm,Ski,5,5.0,703.52,3517.6,Received,2026-03-22,2026-03-25,Supplier SKU: FAB-3012,system,2026-03-05
51,15,PO-2026-0015,3011,Alpine Pro Racing Skis - 170cm,Ski,28,20.0,910.08,25482.24,Backordered,2026-03-22,2026-03-25,Supplier SKU: FAB-3011,system,2026-03-05
52,15,PO-2026-0015,3053,Waterproof Ski Pants,Ski,107,107.0,211.38,22617.66,Received,2026-03-22,2026-03-25,Supplier SKU: FAB-3053,system,2026-03-05
53,16,PO-2026-0016,2031,Coffee Mug,Kitchen,19,19.0,23.04,437.76,Received,2026-04-12,2026-04-12,Supplier SKU: PRO-2031,system,2026-03-30
54,16,PO-2026-0016,2111,High-Speed Blender,Kitchen,2,2.0,123.0,246.0,Received,2026-04-12,2026-04-12,Supplier SKU: PRO-2111,system,2026-03-30
55,17,PO-2026-0017,3101,Winter Boots - Insulated,Ski,92,,132.32,12173.44,Pending,2026-05-10,,Supplier SKU: WOR-3101,system,2026-04-18
56,17,PO-2026-0017,3053,Waterproof Ski Pants,Ski,40,,174.26,6970.4,Pending,2026-05-10,,Supplier SKU: WOR-3053,system,2026-04-18
57,17,PO-2026-0017,3012,Mountain Master All-Terrain Skis - 165cm,Ski,55,,676.38,37200.9,Pending,2026-05-10,,Supplier SKU: WOR-3012,system,2026-04-18
58,17,PO-2026-0017,1511,Alpine Explorer Tent,Camping,39,,360.55,14061.45,Pending,2026-05-10,,Supplier SKU: WOR-1511,system,2026-04-18
59,17,PO-2026-0017,2111,High-Speed Blender,Kitchen,66,,162.2,10705.2,Pending,2026-05-10,,Supplier SKU: WOR-2111,system,2026-04-18
60,18,PO-2026-0018,3011,Alpine Pro Racing Skis - 170cm,Ski,34,34.0,910.08,30942.72,Received,2026-03-24,2026-03-25,Supplier SKU: FAB-3011,system,2026-03-10
61,18,PO-2026-0018,3072,Hand Warmers - 10 Pack,Ski,239,239.0,11.41,2726.99,Received,2026-03-24,2026-03-25,Supplier SKU: FAB-3072,system,2026-03-10
62,18,PO-2026-0018,3053,Waterproof Ski Pants,Ski,145,123.0,211.38,30650.1,Backordered,2026-03-24,2026-03-25,Supplier SKU: FAB-3053,system,2026-03-10
63,18,PO-2026-0018,3012,Mountain Master All-Terrain Skis - 165cm,Ski,4,4.0,703.52,2814.08,Received,2026-03-24,2026-03-25,Supplier SKU: FAB-3012,system,2026-03-10
64,19,PO-2026-0019,3081,All-Temp Ski Wax Kit,Ski,4,4.0,58.16,232.64,Received,2026-02-14,2026-02-14,Supplier SKU: ALP-3081,system,2026-02-02
65,19,PO-2026-0019,3032,Comfort Fit Recreational Boots,Ski,20,20.0,240.85,4817.0,Received,2026-02-14,2026-02-14,Supplier SKU: ALP-3032,system,2026-02-02
66,20,PO-2026-0020,3092,All-Mountain Snowboard - 158cm,Ski,17,17.0,540.11,9181.87,Received,2026-04-01,2026-04-04,Supplier SKU: ALP-3092,system,2026-03-20
67,20,PO-2026-0020,3032,Comfort Fit Recreational Boots,Ski,41,41.0,240.85,9874.85,Received,2026-04-01,2026-04-04,Supplier SKU: ALP-3032,system,2026-03-20
68,21,PO-2026-0021,1561,EcoFire Camping Stove,Camping,105,105.0,82.06,8616.3,Received,2026-03-13,2026-03-14,Supplier SKU: CON-1561,system,2026-03-02
69,21,PO-2026-0021,1563,CompactCook Camping Stove,Camping,1,1.0,70.33,70.33,Received,2026-03-13,2026-03-14,Supplier SKU: CON-1563,system,2026-03-02
70,21,PO-2026-0021,1562,PowerBurner Camping Stove,Camping,62,62.0,121.04,7504.48,Received,2026-03-13,2026-03-14,Supplier SKU: CON-1562,system,2026-03-02
71,22,PO-2026-0022,3012,Mountain Master All-Terrain Skis - 165cm,Ski,139,139.0,597.44,83044.16,Received,2026-04-04,2026-04-07,Supplier SKU: ALP-3012,system,2026-03-19
72,22,PO-2026-0022,3081,All-Temp Ski Wax Kit,Ski,5,5.0,58.16,290.8,Received,2026-04-04,2026-04-07,Supplier SKU: ALP-3081,system,2026-03-19
73,22,PO-2026-0022,3042,Aluminum All-Mountain Poles - 115cm,Ski,2,2.0,62.54,125.08,Received,2026-04-04,2026-04-07,Supplier SKU: ALP-3042,system,2026-03-19
74,23,PO-2026-0023,2091,Spatula,Kitchen,4,4.0,7.98,31.92,Received,2026-04-24,2026-04-27,Supplier SKU: PRO-2091,system,2026-04-13
75,23,PO-2026-0023,2051,Ice Cream Bowl,Kitchen,129,129.0,16.44,2120.76,Received,2026-04-24,2026-04-27,Supplier SKU: PRO-2051,system,2026-04-13
76,23,PO-2026-0023,2061,Mixing Bowl,Kitchen,41,41.0,25.72,1054.52,Received,2026-04-24,2026-04-27,Supplier SKU: PRO-2061,system,2026-04-13
77,24,PO-2026-0024,3102,Winter Hiking Boots - Waterproof,Ski,3,3.0,194.91,584.73,Received,2026-04-06,2026-04-08,Supplier SKU: FAB-3102,system,2026-03-24
78,25,PO-2026-0025,3092,All-Mountain Snowboard - 158cm,Ski,8,8.0,540.11,4320.88,Received,2026-04-09,2026-04-09,Supplier SKU: ALP-3092,system,2026-03-30
79,25,PO-2026-0025,3031,Pro Flex Racing Ski Boots,Ski,3,3.0,419.97,1259.91,Received,2026-04-09,2026-04-09,Supplier SKU: ALP-3031,system,2026-03-30
80,25,PO-2026-0025,3012,Mountain Master All-Terrain Skis - 165cm,Ski,95,68.0,597.44,56756.8,Backordered,2026-04-09,2026-04-09,Supplier SKU: ALP-3012,system,2026-03-30
81,25,PO-2026-0025,3032,Comfort Fit Recreational Boots,Ski,24,17.0,240.85,5780.4,Backordered,2026-04-09,2026-04-09,Supplier SKU: ALP-3032,system,2026-03-30
82,26,PO-2026-0026,3072,Hand Warmers - 10 Pack,Ski,114,,11.41,1300.74,Shipped,2026-05-08,,Supplier SKU: FAB-3072,system,2026-04-25
83,26,PO-2026-0026,3011,Alpine Pro Racing Skis - 170cm,Ski,46,,910.08,41863.68,Shipped,2026-05-08,,Supplier SKU: FAB-3011,system,2026-04-25
84,27,PO-2026-0027,3061,Professional Ski Helmet,Ski,8,6.0,151.7,1213.6,Backordered,2026-03-01,2026-03-08,Supplier SKU: ALP-3061,system,2026-02-15
85,27,PO-2026-0027,3031,Pro Flex Racing Ski Boots,Ski,3,3.0,419.97,1259.91,Received,2026-03-01,2026-03-08,Supplier SKU: ALP-3031,system,2026-02-15
86,27,PO-2026-0027,3051,Insulated Ski Jacket - Men's,Ski,141,127.0,226.49,31935.09,Backordered,2026-03-01,2026-03-08,Supplier SKU: ALP-3051,system,2026-02-15
87,27,PO-2026-0027,3021,Nordic Classic XC Skis - 185cm,Ski,34,34.0,262.32,8918.88,Received,2026-03-01,2026-03-08,Supplier SKU: ALP-3021,system,2026-02-15
88,27,PO-2026-0027,3013,Beginner's Choice Alpine Skis - 160cm,Ski,114,114.0,344.68,39293.52,Received,2026-03-01,2026-03-08,Supplier SKU: ALP-3013,system,2026-02-15
89,28,PO-2026-0028,1541,TrekReady Hiking Boots,Camping,25,25.0,127.43,3185.75,Received,2026-03-23,2026-03-26,Supplier SKU: CON-1541,system,2026-03-10
90,28,PO-2026-0028,1561,EcoFire Camping Stove,Camping,47,32.0,82.06,3856.82,Backordered,2026-03-23,2026-03-26,Supplier SKU: CON-1561,system,2026-03-10
91,28,PO-2026-0028,1572,MountainDream Sleeping Bag,Camping,2,2.0,222.59,445.18,Received,2026-03-23,2026-03-26,Supplier SKU: CON-1572,system,2026-03-10
92,28,PO-2026-0028,1542,TrailWalker Hiking Shoes,Camping,2,2.0,90.83,181.66,Received,2026-03-23,2026-03-26,Supplier SKU: CON-1542,system,2026-03-10
93,29,PO-2026-0029,3102,Winter Hiking Boots - Waterproof,Ski,3,2.0,194.91,584.73,Backordered,2026-02-23,2026-02-23,Supplier SKU: FAB-3102,system,2026-02-10
94,29,PO-2026-0029,3012,Mountain Master All-Terrain Skis - 165cm,Ski,2,2.0,703.52,1407.04,Received,2026-02-23,2026-02-23,Supplier SKU: FAB-3012,system,2026-02-10
95,29,PO-2026-0029,3072,Hand Warmers - 10 Pack,Ski,199,199.0,11.41,2270.59,Received,2026-02-23,2026-02-23,Supplier SKU: FAB-3072,system,2026-02-10
96,29,PO-2026-0029,3062,Anti-Fog Ski Goggles,Ski,15,15.0,94.79,1421.85,Received,2026-02-23,2026-02-23,Supplier SKU: FAB-3062,system,2026-02-10
97,30,PO-2026-0030,3103,Snowboard Bindings - Pro,Ski,13,13.0,180.33,2344.29,Received,2026-04-05,2026-04-08,Supplier SKU: ALP-3103,system,2026-03-23
98,30,PO-2026-0030,3022,Backcountry Explorer XC Skis - 190cm,Ski,9,9.0,352.53,3172.77,Received,2026-04-05,2026-04-08,Supplier SKU: ALP-3022,system,2026-03-23
99,30,PO-2026-0030,3033,Women's Performance Ski Boots,Ski,18,18.0,419.49,7550.82,Received,2026-04-05,2026-04-08,Supplier SKU: ALP-3033,system,2026-03-23
100,31,PO-2026-0031,2111,High-Speed Blender,Kitchen,108,108.0,162.2,17517.6,Received,2026-04-24,2026-04-24,Supplier SKU: WOR-2111,system,2026-04-02
101,31,PO-2026-0031,3101,Winter Boots - Insulated,Ski,123,123.0,132.32,16275.36,Received,2026-04-24,2026-04-24,Supplier SKU: WOR-3101,system,2026-04-02
102,32,PO-2026-0032,3012,Mountain Master All-Terrain Skis - 165cm,Ski,1,1.0,703.52,703.52,Received,2026-03-06,2026-03-06,Supplier SKU: FAB-3012,system,2026-02-21
103,32,PO-2026-0032,3053,Waterproof Ski Pants,Ski,177,177.0,211.38,37414.26,Received,2026-03-06,2026-03-06,Supplier SKU: FAB-3053,system,2026-02-21
104,33,PO-2026-0033,3072,Hand Warmers - 10 Pack,Ski,189,,11.41,2156.49,Shipped,2026-05-13,,Supplier SKU: FAB-3072,system,2026-04-28
105,33,PO-2026-0033,3053,Waterproof Ski Pants,Ski,90,,211.38,19024.2,Shipped,2026-05-13,,Supplier SKU: FAB-3053,system,2026-04-28
106,34,PO-2026-0034,2112,4-Slice Toaster,Kitchen,12,12.0,66.6,799.2,Received,2026-03-02,2026-03-03,Supplier SKU: PRO-2112,system,2026-02-18
107,34,PO-2026-0034,2091,Spatula,Kitchen,5,5.0,7.98,39.9,Received,2026-03-02,2026-03-03,Supplier SKU: PRO-2091,system,2026-02-18
108,34,PO-2026-0034,2061,Mixing Bowl,Kitchen,46,46.0,25.72,1183.12,Received,2026-03-02,2026-03-03,Supplier SKU: PRO-2061,system,2026-02-18
109,35,PO-2026-0035,2121,Bamboo Cutting Board Set,Kitchen,167,167.0,33.23,5549.41,Received,2026-03-30,2026-03-30,Supplier SKU: WOR-2121,system,2026-03-04
110,35,PO-2026-0035,3012,Mountain Master All-Terrain Skis - 165cm,Ski,52,52.0,676.38,35171.76,Received,2026-03-30,2026-03-30,Supplier SKU: WOR-3012,system,2026-03-04
111,35,PO-2026-0035,3053,Waterproof Ski Pants,Ski,86,86.0,174.26,14986.36,Received,2026-03-30,2026-03-30,Supplier SKU: WOR-3053,system,2026-03-04
112,35,PO-2026-0035,2011,Coffee Maker,Kitchen,57,57.0,130.73,7451.61,Received,2026-03-30,2026-03-30,Supplier SKU: WOR-2011,system,2026-03-04
113,35,PO-2026-0035,2111,High-Speed Blender,Kitchen,94,94.0,162.2,15246.8,Received,2026-03-30,2026-03-30,Supplier SKU: WOR-2111,system,2026-03-04
114,36,PO-2026-0036,2091,Spatula,Kitchen,1,,7.98,7.98,Pending,2026-05-07,,Supplier SKU: PRO-2091,system,2026-04-22
115,37,PO-2026-0037,3104,Ski Tuning Bench - Portable,Ski,2,2.0,118.89,237.78,Received,2026-04-25,2026-04-27,Supplier SKU: ALP-3104,system,2026-04-13
116,38,PO-2026-0038,3072,Hand Warmers - 10 Pack,Ski,66,66.0,11.41,753.06,Received,2026-03-20,2026-03-21,Supplier SKU: FAB-3072,system,2026-03-07
117,39,PO-2026-0039,2012,Espresso Machine,Kitchen,29,29.0,312.61,9065.69,Received,2026-03-29,2026-04-01,Supplier SKU: PRO-2012,system,2026-03-16
118,39,PO-2026-0039,2081,Food Storage Set,Kitchen,11,8.0,25.3,278.3,Backordered,2026-03-29,2026-04-01,Supplier SKU: PRO-2081,system,2026-03-16
119,39,PO-2026-0039,2051,Ice Cream Bowl,Kitchen,176,176.0,16.44,2893.44,Received,2026-03-29,2026-04-01,Supplier SKU: PRO-2051,system,2026-03-16
120,40,PO-2026-0040,1541,TrekReady Hiking Boots,Camping,11,,127.43,1401.73,Pending,2026-05-09,,Supplier SKU: CON-1541,system,2026-04-25
121,41,PO-2026-0041,3072,Hand Warmers - 10 Pack,Ski,151,,11.41,1722.91,Pending,2026-05-05,,Supplier SKU: FAB-3072,system,2026-04-20
122,41,PO-2026-0041,3021,Nordic Classic XC Skis - 185cm,Ski,58,,278.45,16150.1,Pending,2026-05-05,,Supplier SKU: FAB-3021,system,2026-04-20
123,42,PO-2026-0042,3072,Hand Warmers - 10 Pack,Ski,54,54.0,11.41,616.14,Received,2026-04-10,2026-04-13,Supplier SKU: FAB-3072,system,2026-03-26
124,42,PO-2026-0042,3021,Nordic Classic XC Skis - 185cm,Ski,38,38.0,278.45,10581.1,Received,2026-04-10,2026-04-13,Supplier SKU: FAB-3021,system,2026-03-26
125,42,PO-2026-0042,3053,Waterproof Ski Pants,Ski,60,60.0,211.38,12682.8,Received,2026-04-10,2026-04-13,Supplier SKU: FAB-3053,system,2026-03-26
126,43,PO-2026-0043,2112,4-Slice Toaster,Kitchen,17,17.0,66.6,1132.2,Received,2026-03-16,2026-03-16,Supplier SKU: PRO-2112,system,2026-03-05
127,44,PO-2026-0044,3072,Hand Warmers - 10 Pack,Ski,57,57.0,11.41,650.37,Received,2026-03-20,2026-03-22,Supplier SKU: FAB-3072,system,2026-03-05
128,45,PO-2026-0045,2022,Fork Set,Kitchen,22,18.0,36.37,800.14,Backordered,2026-03-08,2026-03-08,Supplier SKU: PRO-2022,system,2026-02-24
129,45,PO-2026-0045,2112,4-Slice Toaster,Kitchen,11,10.0,66.6,732.6,Backordered,2026-03-08,2026-03-08,Supplier SKU: PRO-2112,system,2026-02-24
130,46,PO-2026-0046,2021,Chef Knife,Kitchen,40,40.0,71.31,2852.4,Received,2026-02-17,2026-02-19,Supplier SKU: PRO-2021,system,2026-02-06
131,46,PO-2026-0046,2071,Baking Pan,Kitchen,25,25.0,21.94,548.5,Received,2026-02-17,2026-02-19,Supplier SKU: PRO-2071,system,2026-02-06
132,46,PO-2026-0046,2051,Ice Cream Bowl,Kitchen,156,156.0,16.44,2564.64,Received,2026-02-17,2026-02-19,Supplier SKU: PRO-2051,system,2026-02-06
133,46,PO-2026-0046,2041,Serving Platter,Kitchen,76,76.0,44.39,3373.64,Received,2026-02-17,2026-02-19,Supplier SKU: PRO-2041,system,2026-02-06
134,46,PO-2026-0046,2031,Coffee Mug,Kitchen,21,21.0,23.04,483.84,Received,2026-02-17,2026-02-19,Supplier SKU: PRO-2031,system,2026-02-06
135,47,PO-2026-0047,1533,RainGuard Hiking Jacket,Camping,16,16.0,107.2,1715.2,Received,2026-03-17,2026-03-20,Supplier SKU: CON-1533,system,2026-03-02
136,48,PO-2026-0048,2061,Mixing Bowl,Kitchen,50,50.0,25.72,1286.0,Received,2026-03-29,2026-04-01,Supplier SKU: PRO-2061,system,2026-03-14
137,48,PO-2026-0048,2011,Coffee Maker,Kitchen,8,8.0,118.56,948.48,Received,2026-03-29,2026-04-01,Supplier SKU: PRO-2011,system,2026-03-14
138,48,PO-2026-0048,2081,Food Storage Set,Kitchen,9,9.0,25.3,227.7,Received,2026-03-29,2026-04-01,Supplier SKU: PRO-2081,system,2026-03-14
139,48,PO-2026-0048,2111,High-Speed Blender,Kitchen,3,3.0,123.0,369.0,Received,2026-03-29,2026-04-01,Supplier SKU: PRO-2111,system,2026-03-14
140,48,PO-2026-0048,2022,Fork Set,Kitchen,17,17.0,36.37,618.29,Received,2026-03-29,2026-04-01,Supplier SKU: PRO-2022,system,2026-03-14
141,49,PO-2026-0049,3102,Winter Hiking Boots - Waterproof,Ski,2,2.0,194.91,389.82,Received,2026-04-05,2026-04-08,Supplier SKU: FAB-3102,system,2026-03-23
142,49,PO-2026-0049,3053,Waterproof Ski Pants,Ski,206,206.0,211.38,43544.28,Received,2026-04-05,2026-04-08,Supplier SKU: FAB-3053,system,2026-03-23
143,49,PO-2026-0049,3012,Mountain Master All-Terrain Skis - 165cm,Ski,5,5.0,703.52,3517.6,Received,2026-04-05,2026-04-08,Supplier SKU: FAB-3012,system,2026-03-23
144,50,PO-2026-0050,3053,Waterproof Ski Pants,Ski,118,118.0,211.38,24942.84,Received,2026-02-28,2026-02-28,Supplier SKU: FAB-3053,system,2026-02-16
145,50,PO-2026-0050,3012,Mountain Master All-Terrain Skis - 165cm,Ski,4,4.0,703.52,2814.08,Received,2026-02-28,2026-02-28,Supplier SKU: FAB-3012,system,2026-02-16
146,50,PO-2026-0050,3062,Anti-Fog Ski Goggles,Ski,40,29.0,94.79,3791.6,Backordered,2026-02-28,2026-02-28,Supplier SKU: FAB-3062,system,2026-02-16
147,51,PO-2026-0051,2061,Mixing Bowl,Kitchen,20,19.0,25.72,514.4,Backordered,2026-03-25,2026-03-31,Supplier SKU: PRO-2061,system,2026-03-14
148,51,PO-2026-0051,2022,Fork Set,Kitchen,22,15.0,36.37,800.14,Backordered,2026-03-25,2026-03-31,Supplier SKU: PRO-2022,system,2026-03-14
149,51,PO-2026-0051,2031,Coffee Mug,Kitchen,13,13.0,23.04,299.52,Received,2026-03-25,2026-03-31,Supplier SKU: PRO-2031,system,2026-03-14
150,51,PO-2026-0051,2051,Ice Cream Bowl,Kitchen,165,165.0,16.44,2712.6,Received,2026-03-25,2026-03-31,Supplier SKU: PRO-2051,system,2026-03-14
151,52,PO-2026-0052,2091,Spatula,Kitchen,3,,7.98,23.94,Shipped,2026-05-05,,Supplier SKU: PRO-2091,system,2026-04-23
152,52,PO-2026-0052,2112,4-Slice Toaster,Kitchen,15,,66.6,999.0,Shipped,2026-05-05,,Supplier SKU: PRO-2112,system,2026-04-23
153,52,PO-2026-0052,2051,Ice Cream Bowl,Kitchen,241,,16.44,3962.04,Shipped,2026-05-05,,Supplier SKU: PRO-2051,system,2026-04-23
154,52,PO-2026-0052,2071,Baking Pan,Kitchen,24,,21.94,526.56,Shipped,2026-05-05,,Supplier SKU: PRO-2071,system,2026-04-23
155,52,PO-2026-0052,2111,High-Speed Blender,Kitchen,3,,123.0,369.0,Shipped,2026-05-05,,Supplier SKU: PRO-2111,system,2026-04-23
156,53,PO-2026-0053,2091,Spatula,Kitchen,5,5.0,7.98,39.9,Received,2026-02-11,2026-02-12,Supplier SKU: PRO-2091,system,2026-01-31
