InventoryID,ProductID,ProductName,ProductCategory,WarehouseLocation,CurrentStock,ReservedStock,AvailableStock,SafetyStockLevel,ReorderPoint,MaxStockLevel,LastUpdated,AverageCost,Status,CreatedBy,CreatedDate
21,1523,TrailLite Daypack,Camping,WH_200,90,17,73,27,51,235,2026-04-29,54.46,Active,system,2026-03-31
22,1533,RainGuard Hiking Jacket,Camping,WH_100,22,5,17,16,19,69,2026-04-29,107.2,Active,system,2025-09-23
23,1543,TrekStar Hiking Sandals,Camping,WH_100,40,7,33,12,18,75,2026-04-28,65.36,Active,system,2025-07-21
24,1553,Adventure Dining Table,Camping,WH_100,139,30,109,34,48,235,2026-04-29,91.38,Active,system,2026-01-21
25,1553,Adventure Dining Table,Camping,Backup,50,0,50,34,48,235,2026-04-29,91.38,Active,system,2026-01-21
26,1563,CompactCook Camping Stove,Camping,WH_100,25,4,21,4,6,32,2026-04-28,70.33,Active,system,2025-10-06
27,1581,LED Headlamp - Rechargeable,Camping,WH_100,26,3,23,32,48,258,2026-04-28,48.56,LowStock,system,2025-11-06
28,2011,Coffee Maker,Kitchen,WH_100,67,13,54,13,21,121,2026-04-29,124.64,Active,system,2025-09-23
29,2011,Coffee Maker,Kitchen,Backup,16,0,16,13,21,121,2026-04-29,124.64,Active,system,2025-09-23
30,2012,Espresso Machine,Kitchen,WH_100,101,13,88,25,31,203,2026-04-28,312.61,Active,system,2026-01-22
31,2012,Espresso Machine,Kitchen,Backup,41,0,41,25,31,203,2026-04-28,312.61,Active,system,2026-01-22
32,2021,Chef Knife,Kitchen,WH_100,144,16,128,34,52,177,2026-04-29,71.31,Active,system,2025-10-18
33,2022,Fork Set,Kitchen,WH_100,100,26,74,16,24,163,2026-04-29,36.37,Active,system,2026-03-06
34,2031,Coffee Mug,Kitchen,WH_100,64,13,51,34,63,124,2026-04-28,23.04,Active,system,2026-03-06
35,2041,Serving Platter,Kitchen,WH_100,26,2,24,12,18,99,2026-04-28,44.39,Active,system,2025-09-30
36,2051,Ice Cream Bowl,Kitchen,WH_100,59,16,43,18,24,112,2026-04-29,16.44,Active,system,2026-01-10
37,2051,Ice Cream Bowl,Kitchen,Backup,20,0,20,18,24,112,2026-04-29,16.44,Active,system,2026-01-10
38,2061,Mixing Bowl,Kitchen,WH_100,93,25,68,20,39,124,2026-04-28,25.72,Active,system,2025-09-10
39,2071,Baking Pan,Kitchen,WH_100,8,1,7,8,14,41,2026-04-29,21.94,LowStock,system,2025-12-07
40,2071,Baking Pan,Kitchen,Backup,3,0,3,8,14,41,2026-04-29,21.94,Active,system,2025-12-07
41,2081,Food Storage Set,Kitchen,WH_200,107,23,84,25,40,115,2026-04-28,25.3,Active,system,2025-08-26
42,2091,Spatula,Kitchen,WH_100,7,1,6,5,7,30,2026-04-28,7.98,Active,system,2025-11-26
43,2101,Measuring Cup Set,Kitchen,WH_200,65,11,54,16,22,79,2026-04-28,13.5,Active,system,2025-11-12
44,2111,High-Speed Blender,Kitchen,WH_200,23,6,17,4,6,34,2026-04-28,142.6,Active,system,2025-09-03
45,2112,4-Slice Toaster,Kitchen,WH_100,137,15,122,35,54,216,2026-04-28,66.6,Active,system,2025-07-02
46,2121,Bamboo Cutting Board Set,Kitchen,WH_100,37,4,33,8,10,62,2026-04-28,31.62,Active,system,2026-03-26
47,3011,Alpine Pro Racing Skis - 170cm,Ski,WH_100,209,32,177,27,49,211,2026-04-28,968.68,Active,system,2025-07-30
48,3012,Mountain Master All-Terrain Skis - 165cm,Ski,WH_100,233,56,177,32,56,195,2026-04-28,659.11,Excess,system,2025-09-03
49,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Backup,101,0,101,32,56,195,2026-04-28,659.11,Active,system,2025-09-03
50,3013,Beginner's Choice Alpine Skis - 160cm,Ski,WH_100,85,14,71,32,43,260,2026-04-29,344.68,Active,system,2025-12-14
51,3021,Nordic Classic XC Skis - 185cm,Ski,WH_100,13,3,10,20,25,82,2026-04-29,270.38,LowStock,system,2026-01-26
52,3022,Backcountry Explorer XC Skis - 190cm,Ski,WH_100,42,7,35,7,12,37,2026-04-28,352.53,Excess,system,2026-02-07
53,3022,Backcountry Explorer XC Skis - 190cm,Ski,Backup,18,0,18,7,12,37,2026-04-28,352.53,Active,system,2026-02-07
54,3031,Pro Flex Racing Ski Boots,Ski,WH_500,38,9,29,28,42,97,2026-04-28,419.97,Active,system,2025-10-15
55,3031,Pro Flex Racing Ski Boots,Ski,Backup,9,0,9,28,42,97,2026-04-28,419.97,Active,system,2025-10-15
56,3032,Comfort Fit Recreational Boots,Ski,WH_100,58,13,45,10,13,75,2026-04-29,240.85,Active,system,2025-10-29
57,3033,Women's Performance Ski Boots,Ski,WH_100,81,13,68,19,34,121,2026-04-28,419.49,Active,system,2026-01-24
58,3041,Carbon Fiber Racing Poles - 120cm,Ski,WH_200,84,24,60,19,33,124,2026-04-29,127.74,Active,system,2025-10-28
59,3041,Carbon Fiber Racing Poles - 120cm,Ski,Backup,20,0,20,19,33,124,2026-04-29,127.74,Active,system,2025-10-28
60,3042,Aluminum All-Mountain Poles - 115cm,Ski,WH_100,223,48,175,45,88,192,2026-04-29,62.54,Excess,system,2025-07-01
61,3042,Aluminum All-Mountain Poles - 115cm,Ski,Backup,78,0,78,45,88,192,2026-04-29,62.54,Active,system,2025-07-01
62,3051,Insulated Ski Jacket - Men's,Ski,WH_100,15,2,13,14,24,121,2026-04-29,226.49,Active,system,2026-02-21
63,3052,Thermal Base Layer Set - Women's,Ski,WH_100,24,6,18,38,68,183,2026-04-29,115.25,LowStock,system,2026-03-05
64,3052,Thermal Base Layer Set - Women's,Ski,Backup,5,0,5,38,68,183,2026-04-29,115.25,Active,system,2026-03-05
65,3053,Waterproof Ski Pants,Ski,WH_100,110,13,97,16,21,99,2026-04-29,180.15,Excess,system,2025-09-02
66,3061,Professional Ski Helmet,Ski,WH_100,29,4,25,20,25,166,2026-04-29,151.7,Active,system,2026-02-06
67,3062,Anti-Fog Ski Goggles,Ski,WH_500,11,2,9,11,15,48,2026-04-29,88.18,LowStock,system,2026-01-29
68,3071,Ski Boot Bag - Premium,Ski,WH_200,22,2,20,21,36,115,2026-04-28,39.17,Active,system,2026-03-26
69,3072,Hand Warmers - 10 Pack,Ski,WH_100,111,28,83,28,34,116,2026-04-28,10.7,Active,system,2025-11-15
70,3081,All-Temp Ski Wax Kit,Ski,WH_100,41,11,30,8,11,65,2026-04-29,58.16,Active,system,2026-02-27
71,3082,Edge Tuning Tool Set,Ski,WH_100,98,27,71,23,39,147,2026-04-29,84.82,Active,system,2025-12-12
72,3091,Freestyle Snowboard - 155cm,Ski,WH_200,105,24,81,34,41,138,2026-04-28,456.94,Active,system,2025-07-07
73,3091,Freestyle Snowboard - 155cm,Ski,Backup,26,0,26,34,41,138,2026-04-28,456.94,Active,system,2025-07-07
74,3092,All-Mountain Snowboard - 158cm,Ski,WH_100,271,51,220,26,42,249,2026-04-28,540.11,Excess,system,2025-07-17
75,3101,Winter Boots - Insulated,Ski,WH_100,39,11,28,34,41,156,2026-04-29,114.44,Active,system,2025-12-16
76,3102,Winter Hiking Boots - Waterproof,Ski,WH_100,87,23,64,17,24,88,2026-04-28,173.13,Active,system,2025-07-23
77,3102,Winter Hiking Boots - Waterproof,Ski,Backup,39,0,39,17,24,88,2026-04-28,173.13,Active,system,2025-07-23
78,3103,Snowboard Bindings - Pro,Ski,WH_100,131,14,117,25,34,163,2026-04-29,180.33,Active,system,2025-12-11
79,3103,Snowboard Bindings - Pro,Ski,Backup,41,0,41,25,34,163,2026-04-29,180.33,Active,system,2025-12-11
80,3104,Ski Tuning Bench - Portable,Ski,WH_200,148,40,108,24,31,149,2026-04-29,118.89,Active,system,2025-07-19
81,3104,Ski Tuning Bench - Portable,Ski,Backup,54,0,54,24,31,149,2026-04-29,118.89,Active,system,2025-07-19
