InventoryID,ProductID,ProductName,ProductCategory,WarehouseLocation,CurrentStock,ReservedStock,AvailableStock,SafetyStockLevel,ReorderPoint,MaxStockLevel,LastUpdated,AverageCost,Status,CreatedBy,CreatedDate
14,1562,PowerBurner Camping Stove,Camping,Backup,186,34,152,30,57,191,2026-04-29 08:00:00,136.09,Active,system,2025-08-01 00:00:00
15,1572,MountainDream Sleeping Bag,Camping,Main,5,0,5,12,22,90,2026-04-28 10:00:00,213.98,LowStock,system,2026-03-05 00:00:00
16,1512,SkyView 2-Person Tent,Camping,Main,29,6,23,30,45,134,2026-04-29 16:00:00,228.2,LowStock,system,2025-04-18 00:00:00
17,1512,SkyView 2-Person Tent,Camping,Backup,11,0,11,30,45,134,2026-04-29 16:00:00,228.2,Active,system,2025-04-18 00:00:00
18,1523,TrailLite Daypack,Camping,Main,21,2,19,7,9,66,2026-04-28 18:00:00,52.02,Active,system,2025-09-30 00:00:00
19,1533,RainGuard Hiking Jacket,Camping,Main,87,25,62,20,28,159,2026-04-28 22:00:00,121.69,Active,system,2025-06-16 00:00:00
20,1543,TrekStar Hiking Sandals,Camping,Main,164,30,134,13,21,141,2026-04-28 10:00:00,64.78,Excess,system,2025-11-26 00:00:00
21,1553,Adventure Dining Table,Camping,Main,2,0,2,23,37,90,2026-04-29 01:00:00,117.02,LowStock,system,2025-02-11 00:00:00
22,1563,CompactCook Camping Stove,Camping,Main,7,1,6,12,19,88,2026-04-28 12:00:00,71.58,LowStock,system,2025-01-12 00:00:00
23,1581,LED Headlamp - Rechargeable,Camping,Backup,19,2,17,8,15,27,2026-04-29 22:00:00,55.96,Active,system,2025-11-14 00:00:00
24,2011,Coffee Maker,Kitchen,Main,48,7,41,11,20,44,2026-04-29 03:00:00,115.89,Excess,system,2025-09-10 00:00:00
25,2012,Espresso Machine,Kitchen,Main,176,34,142,27,43,160,2026-04-29 10:00:00,296.77,Excess,system,2025-05-26 00:00:00
26,2021,Chef Knife,Kitchen,Main,18,2,16,17,27,100,2026-04-28 00:00:00,57.11,Active,system,2025-09-15 00:00:00
27,2022,Fork Set,Kitchen,Main,22,3,19,7,10,49,2026-04-28 13:00:00,28.01,Active,system,2025-06-16 00:00:00
28,2022,Fork Set,Kitchen,Backup,10,0,10,7,10,49,2026-04-28 13:00:00,28.01,Active,system,2025-06-16 00:00:00
29,2031,Coffee Mug,Kitchen,Main,23,3,20,17,27,57,2026-04-28 11:00:00,22.64,Active,system,2025-05-07 00:00:00
30,2031,Coffee Mug,Kitchen,Backup,7,0,7,17,27,57,2026-04-28 11:00:00,22.64,Active,system,2025-05-07 00:00:00
31,2041,Serving Platter,Kitchen,Main,195,40,155,26,44,164,2026-04-29 08:00:00,44.75,Excess,system,2025-11-30 00:00:00
32,2051,Ice Cream Bowl,Kitchen,Backup,92,19,73,28,52,195,2026-04-29 06:00:00,17.25,Active,system,2025-01-21 00:00:00
33,2061,Mixing Bowl,Kitchen,Backup,33,4,29,13,24,63,2026-04-29 00:00:00,24.98,Active,system,2025-01-05 00:00:00
34,2071,Baking Pan,Kitchen,Main,24,4,20,11,18,96,2026-04-28 09:00:00,21.87,Active,system,2026-03-12 00:00:00
35,2071,Baking Pan,Kitchen,Backup,6,0,6,11,18,96,2026-04-28 09:00:00,21.87,Active,system,2026-03-12 00:00:00
36,2081,Food Storage Set,Kitchen,Main,12,2,10,10,12,59,2026-04-29 16:00:00,27.81,Active,system,2026-01-06 00:00:00
37,2091,Spatula,Kitchen,Main,73,12,61,27,50,185,2026-04-28 08:00:00,10.11,Active,system,2026-02-20 00:00:00
38,2091,Spatula,Kitchen,Backup,19,0,19,27,50,185,2026-04-28 08:00:00,10.11,Active,system,2026-02-20 00:00:00
39,2101,Measuring Cup Set,Kitchen,Main,123,32,91,43,67,236,2026-04-28 04:00:00,14.7,Active,system,2025-05-12 00:00:00
40,2111,High-Speed Blender,Kitchen,Main,177,18,159,35,42,180,2026-04-28 05:00:00,129.13,Active,system,2026-02-24 00:00:00
41,2112,4-Slice Toaster,Kitchen,Main,25,3,22,21,30,159,2026-04-29 17:00:00,64.65,Active,system,2026-02-09 00:00:00
42,2121,Bamboo Cutting Board Set,Kitchen,Main,152,26,126,23,29,160,2026-04-29 19:00:00,36.68,Active,system,2025-08-21 00:00:00
43,3011,Alpine Pro Racing Skis - 170cm,Ski,Main,119,24,95,40,61,198,2026-04-28 22:00:00,1038.69,Active,system,2025-06-25 00:00:00
44,3011,Alpine Pro Racing Skis - 170cm,Ski,Backup,46,0,46,40,61,198,2026-04-28 22:00:00,1038.69,Active,system,2025-06-25 00:00:00
45,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,55,10,45,13,20,58,2026-04-28 10:00:00,617.91,Active,system,2025-05-07 00:00:00
46,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Regional,22,6,16,19,28,96,2026-04-29 13:00:00,320.02,Active,system,2025-12-14 00:00:00
47,3021,Nordic Classic XC Skis - 185cm,Ski,Main,43,12,31,16,28,93,2026-04-29 05:00:00,220.13,Active,system,2025-06-10 00:00:00
48,3022,Backcountry Explorer XC Skis - 190cm,Ski,Main,3,0,3,26,37,191,2026-04-28 22:00:00,385.22,LowStock,system,2025-11-26 00:00:00
49,3022,Backcountry Explorer XC Skis - 190cm,Ski,Backup,1,0,1,26,37,191,2026-04-28 22:00:00,385.22,Active,system,2025-11-26 00:00:00
50,3031,Pro Flex Racing Ski Boots,Ski,Main,38,8,30,43,59,252,2026-04-29 03:00:00,400.29,LowStock,system,2026-02-28 00:00:00
51,3032,Comfort Fit Recreational Boots,Ski,Main,27,4,23,31,46,150,2026-04-28 15:00:00,247.7,LowStock,system,2026-03-26 00:00:00
52,3033,Women's Performance Ski Boots,Ski,Backup,64,7,57,16,30,58,2026-04-28 05:00:00,360.76,Excess,system,2025-01-16 00:00:00
53,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,211,46,165,33,47,206,2026-04-29 14:00:00,143.41,Excess,system,2025-08-01 00:00:00
54,3042,Aluminum All-Mountain Poles - 115cm,Ski,Main,20,2,18,3,3,23,2026-04-29 17:00:00,75.34,Active,system,2025-09-30 00:00:00
55,3051,Insulated Ski Jacket - Men's,Ski,Main,50,14,36,18,35,110,2026-04-29 13:00:00,237.43,Active,system,2025-12-30 00:00:00
56,3052,Thermal Base Layer Set - Women's,Ski,Backup,63,17,46,19,36,151,2026-04-28 05:00:00,99.01,Active,system,2025-04-05 00:00:00
57,3053,Waterproof Ski Pants,Ski,Main,231,43,188,47,89,268,2026-04-28 08:00:00,165.24,Active,system,2025-10-28 00:00:00
58,3061,Professional Ski Helmet,Ski,Main,9,1,8,10,14,64,2026-04-28 11:00:00,139.63,LowStock,system,2025-01-26 00:00:00
59,3062,Anti-Fog Ski Goggles,Ski,Main,3,0,3,16,21,133,2026-04-28 01:00:00,89.85,LowStock,system,2025-10-14 00:00:00
60,3071,Ski Boot Bag - Premium,Ski,Regional,27,2,25,18,34,123,2026-04-29 17:00:00,45.24,Active,system,2025-05-05 00:00:00
61,3072,Hand Warmers - 10 Pack,Ski,Main,48,9,39,38,48,139,2026-04-29 18:00:00,9.48,Active,system,2025-09-09 00:00:00
62,3081,All-Temp Ski Wax Kit,Ski,Main,22,2,20,22,33,94,2026-04-28 08:00:00,59.05,LowStock,system,2026-03-13 00:00:00
63,3081,All-Temp Ski Wax Kit,Ski,Backup,10,0,10,22,33,94,2026-04-28 08:00:00,59.05,Active,system,2026-03-13 00:00:00
64,3082,Edge Tuning Tool Set,Ski,Main,29,8,21,13,20,95,2026-04-29 03:00:00,77.17,Active,system,2026-01-16 00:00:00
65,3091,Freestyle Snowboard - 155cm,Ski,Main,30,4,26,8,15,62,2026-04-28 14:00:00,425.2,Active,system,2025-08-30 00:00:00
66,3091,Freestyle Snowboard - 155cm,Ski,Backup,7,0,7,8,15,62,2026-04-28 14:00:00,425.2,Active,system,2025-08-30 00:00:00
67,3092,All-Mountain Snowboard - 158cm,Ski,Regional,5,1,4,21,33,136,2026-04-29 07:00:00,554.59,LowStock,system,2025-09-19 00:00:00
68,3092,All-Mountain Snowboard - 158cm,Ski,Backup,1,0,1,21,33,136,2026-04-29 07:00:00,554.59,Active,system,2025-09-19 00:00:00
69,3101,Winter Boots - Insulated,Ski,Backup,62,8,54,8,12,52,2026-04-29 04:00:00,116.29,Excess,system,2025-11-22 00:00:00
70,3102,Winter Hiking Boots - Waterproof,Ski,Main,128,22,106,46,66,210,2026-04-29 19:00:00,158.0,Active,system,2025-03-14 00:00:00
71,3103,Snowboard Bindings - Pro,Ski,Backup,25,6,19,7,8,31,2026-04-29 13:00:00,180.51,Active,system,2025-06-21 00:00:00
72,3104,Ski Tuning Bench - Portable,Ski,Main,36,4,32,27,48,155,2026-04-29 02:00:00,149.07,Active,system,2025-04-09 00:00:00
73,3104,Ski Tuning Bench - Portable,Ski,Backup,15,0,15,27,48,155,2026-04-29 02:00:00,149.07,Active,system,2025-04-09 00:00:00
