TransactionID,ProductID,ProductName,ProductCategory,WarehouseLocation,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
32,3082,Edge Tuning Tool Set,Ski,Main,Receipt,2025-12-04,57,91.89,5237.48,PO-6272,Purchase Order Receipt,43,100,warehouse2,Transaction processed for Main location,system,2025-12-04
33,1523,TrailLite Daypack,Camping,Main,Return,2026-04-13,1,46.01,46.01,RET-81355,Customer Return,7,8,warehouse1,Transaction processed for Main location,system,2026-04-13
34,1551,BaseCamp Folding Table,Camping,Main,Sale,2025-10-02,-8,70.74,-565.92,SO-15518,Customer Sale,38,30,system,Transaction processed for Main location,system,2025-10-02
35,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Receipt,2025-08-24,103,642.79,66207.04,PO-5199,Purchase Order Receipt,138,241,warehouse1,Transaction processed for Main location,system,2025-08-24
36,2061,Mixing Bowl,Kitchen,Backup,Transfer,2025-12-29,-19,28.47,-540.93,TRF-1570,Warehouse Transfer,156,137,system,Transaction processed for Backup location,system,2025-12-29
37,1531,Summit Breeze Jacket,Camping,Main,Receipt,2025-09-28,81,110.26,8931.06,PO-2557,Purchase Order Receipt,15,96,warehouse1,Transaction processed for Main location,system,2025-09-28
38,1561,EcoFire Camping Stove,Camping,Main,Sale,2026-02-01,-3,90.44,-271.32,SO-47097,Customer Sale,210,207,system,Transaction processed for Main location,system,2026-02-01
39,1572,MountainDream Sleeping Bag,Camping,Regional,Sale,2026-02-08,-40,221.46,-8858.4,SO-98436,Customer Sale,72,32,warehouse2,Transaction processed for Regional location,system,2026-02-08
40,1523,TrailLite Daypack,Camping,Backup,Sale,2025-08-12,-42,57.51,-2415.42,SO-81753,Customer Sale,94,52,system,Transaction processed for Backup location,system,2025-08-12
41,2081,Food Storage Set,Kitchen,Backup,Transfer,2025-11-21,-27,21.64,-584.28,TRF-8265,Warehouse Transfer,0,-27,system,Transaction processed for Backup location,system,2025-11-21
42,1542,TrailWalker Hiking Shoes,Camping,Backup,Sale,2026-01-10,-40,98.66,-3946.4,SO-75355,Customer Sale,70,30,system,Transaction processed for Backup location,system,2026-01-10
43,3101,Winter Boots - Insulated,Ski,Backup,Adjustment,2026-03-20,5,118.46,592.3,ADJ-43,System Correction,91,96,warehouse1,Transaction processed for Backup location,system,2026-03-20
44,1562,PowerBurner Camping Stove,Camping,Main,Transfer,2025-10-26,-7,140.13,-980.91,TRF-6265,Warehouse Transfer,85,78,warehouse2,Transaction processed for Main location,system,2025-10-26
45,1521,Adventurer Pro Backpack,Camping,Main,Transfer,2025-12-04,-48,135.23,-6491.04,TRF-2026,Warehouse Transfer,317,269,warehouse2,Transaction processed for Main location,system,2025-12-04
46,2031,Coffee Mug,Kitchen,Main,Sale,2026-03-24,-1,21.52,-21.52,SO-41948,Customer Sale,131,130,warehouse1,Transaction processed for Main location,system,2026-03-24
47,3042,Aluminum All-Mountain Poles - 115cm,Ski,Backup,Sale,2025-10-19,-44,70.32,-3094.08,SO-83067,Customer Sale,80,36,warehouse2,Transaction processed for Backup location,system,2025-10-19
48,3033,Women's Performance Ski Boots,Ski,Backup,Sale,2025-07-29,-38,441.66,-16783.08,SO-13117,Customer Sale,68,30,warehouse2,Transaction processed for Backup location,system,2025-07-29
49,2021,Chef Knife,Kitchen,Backup,Adjustment,2025-07-11,17,67.65,1150.05,ADJ-49,Cycle Count,91,108,warehouse1,Transaction processed for Backup location,system,2025-07-11
50,1581,LED Headlamp - Rechargeable,Camping,Backup,Receipt,2025-09-17,172,57.14,9827.87,PO-3355,Purchase Order Receipt,68,240,warehouse1,Transaction processed for Backup location,system,2025-09-17
51,1523,TrailLite Daypack,Camping,Backup,Sale,2026-01-27,-45,57.51,-2587.95,SO-48287,Customer Sale,44,-1,warehouse1,Transaction processed for Backup location,system,2026-01-27
52,2091,Spatula,Kitchen,Backup,Sale,2025-07-16,-13,8.18,-106.34,SO-28165,Customer Sale,108,95,warehouse1,Transaction processed for Backup location,system,2025-07-16
53,2121,Bamboo Cutting Board Set,Kitchen,Main,Receipt,2025-10-13,88,32.03,2818.36,PO-4526,Purchase Order Receipt,121,209,warehouse2,Transaction processed for Main location,system,2025-10-13
54,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Receipt,2026-04-27,134,113.67,15231.66,PO-5329,Purchase Order Receipt,53,187,warehouse2,Transaction processed for Main location,system,2026-04-27
55,2112,4-Slice Toaster,Kitchen,Main,Sale,2025-07-31,-44,62.81,-2763.64,SO-15493,Customer Sale,34,-10,warehouse1,Transaction processed for Main location,system,2025-07-31
56,1512,SkyView 2-Person Tent,Camping,Main,Sale,2026-03-16,-17,250.75,-4262.75,SO-63969,Customer Sale,78,61,warehouse1,Transaction processed for Main location,system,2026-03-16
57,2101,Measuring Cup Set,Kitchen,Backup,Sale,2025-08-18,-10,15.76,-157.6,SO-39127,Customer Sale,120,110,warehouse1,Transaction processed for Backup location,system,2025-08-18
58,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Receipt,2026-03-08,180,112.09,20176.28,PO-7357,Purchase Order Receipt,129,309,warehouse2,Transaction processed for Main location,system,2026-03-08
59,3011,Alpine Pro Racing Skis - 170cm,Ski,Backup,Sale,2025-08-18,-10,975.95,-9759.5,SO-55132,Customer Sale,86,76,system,Transaction processed for Backup location,system,2025-08-18
60,2121,Bamboo Cutting Board Set,Kitchen,Backup,Transfer,2026-02-23,-25,33.38,-834.5,TRF-6090,Warehouse Transfer,50,25,warehouse2,Transaction processed for Backup location,system,2026-02-23
61,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Sale,2026-03-28,-14,614.61,-8604.54,SO-92578,Customer Sale,13,-1,warehouse2,Transaction processed for Main location,system,2026-03-28
62,1562,PowerBurner Camping Stove,Camping,Backup,Adjustment,2025-08-16,-17,140.13,-2382.21,ADJ-62,Physical Count,85,68,warehouse1,Transaction processed for Backup location,system,2025-08-16
63,2071,Baking Pan,Kitchen,Backup,Sale,2026-01-25,-21,21.05,-442.05,SO-47869,Customer Sale,77,56,system,Transaction processed for Backup location,system,2026-01-25
64,2091,Spatula,Kitchen,Backup,Adjustment,2025-09-09,-12,8.18,-98.16,ADJ-64,Cycle Count,33,21,warehouse1,Transaction processed for Backup location,system,2025-09-09
65,1533,RainGuard Hiking Jacket,Camping,Backup,Sale,2026-04-26,-10,122.06,-1220.6,SO-75249,Customer Sale,103,93,warehouse1,Transaction processed for Backup location,system,2026-04-26
66,3053,Waterproof Ski Pants,Ski,Main,Adjustment,2026-01-10,-11,176.16,-1937.76,ADJ-66,System Correction,129,118,system,Transaction processed for Main location,system,2026-01-10
67,3082,Edge Tuning Tool Set,Ski,Main,Transfer,2026-01-03,-7,87.59,-613.13,TRF-7167,Warehouse Transfer,54,47,warehouse1,Transaction processed for Main location,system,2026-01-03
68,2071,Baking Pan,Kitchen,Main,Sale,2026-03-13,-31,21.05,-652.55,SO-89405,Customer Sale,177,146,warehouse2,Transaction processed for Main location,system,2026-03-13
69,2101,Measuring Cup Set,Kitchen,Backup,Sale,2026-04-23,-45,15.76,-709.2,SO-25438,Customer Sale,48,3,system,Transaction processed for Backup location,system,2026-04-23
70,2051,Ice Cream Bowl,Kitchen,Backup,Receipt,2025-12-23,67,17.22,1153.87,PO-6550,Purchase Order Receipt,51,118,system,Transaction processed for Backup location,system,2025-12-23
71,2012,Espresso Machine,Kitchen,Main,Sale,2025-08-26,-43,301.14,-12949.02,SO-35538,Customer Sale,13,-30,warehouse1,Transaction processed for Main location,system,2025-08-26
72,3052,Thermal Base Layer Set - Women's,Ski,Main,Sale,2025-11-26,-37,111.83,-4137.71,SO-88896,Customer Sale,138,101,warehouse2,Transaction processed for Main location,system,2025-11-26
73,3041,Carbon Fiber Racing Poles - 120cm,Ski,Main,Receipt,2026-01-26,111,118.51,13154.46,PO-8932,Purchase Order Receipt,67,178,system,Transaction processed for Main location,system,2026-01-26
74,2012,Espresso Machine,Kitchen,Main,Receipt,2026-01-17,82,289.92,23773.45,PO-1026,Purchase Order Receipt,7,89,system,Transaction processed for Main location,system,2026-01-17
75,1541,TrekReady Hiking Boots,Camping,Main,Receipt,2025-08-11,69,136.71,9433.03,PO-5017,Purchase Order Receipt,36,105,system,Transaction processed for Main location,system,2025-08-11
76,1523,TrailLite Daypack,Camping,Backup,Sale,2026-01-13,-20,57.51,-1150.2,SO-77802,Customer Sale,118,98,system,Transaction processed for Backup location,system,2026-01-13
77,1571,CozyNights Sleeping Bag,Camping,Main,Sale,2025-10-06,-8,112.92,-903.36,SO-86502,Customer Sale,70,62,system,Transaction processed for Main location,system,2025-10-06
78,3061,Professional Ski Helmet,Ski,Main,Sale,2025-08-03,-35,128.53,-4498.55,SO-21387,Customer Sale,72,37,warehouse2,Transaction processed for Main location,system,2025-08-03
79,1572,MountainDream Sleeping Bag,Camping,Backup,Transfer,2025-11-30,-27,221.46,-5979.42,TRF-5326,Warehouse Transfer,62,35,system,Transaction processed for Backup location,system,2025-11-30
80,2111,High-Speed Blender,Kitchen,Regional,Receipt,2026-01-07,79,152.9,12078.84,PO-4144,Purchase Order Receipt,174,253,warehouse2,Transaction processed for Regional location,system,2026-01-07
81,3102,Winter Hiking Boots - Waterproof,Ski,Main,Sale,2025-08-26,-41,167.7,-6875.7,SO-53063,Customer Sale,164,123,system,Transaction processed for Main location,system,2025-08-26
82,1563,CompactCook Camping Stove,Camping,Backup,Sale,2026-02-02,-18,70.47,-1268.46,SO-85981,Customer Sale,126,108,warehouse2,Transaction processed for Backup location,system,2026-02-02
83,1562,PowerBurner Camping Stove,Camping,Main,Damage,2026-04-17,-10,140.13,-1401.3,DMG-83,Quality Issue,42,32,warehouse2,Transaction processed for Main location,system,2026-04-17
84,1542,TrailWalker Hiking Shoes,Camping,Main,Transfer,2025-12-16,-18,98.66,-1775.88,TRF-2025,Warehouse Transfer,81,63,warehouse2,Transaction processed for Main location,system,2025-12-16
85,3102,Winter Hiking Boots - Waterproof,Ski,Main,Transfer,2026-01-08,-28,167.7,-4695.6,TRF-1888,Warehouse Transfer,196,168,system,Transaction processed for Main location,system,2026-01-08
86,3051,Insulated Ski Jacket - Men's,Ski,Main,Sale,2025-07-30,-42,212.06,-8906.52,SO-50579,Customer Sale,82,40,warehouse1,Transaction processed for Main location,system,2025-07-30
87,3011,Alpine Pro Racing Skis - 170cm,Ski,Backup,Adjustment,2026-02-03,-19,975.95,-18543.05,ADJ-87,Physical Count,120,101,system,Transaction processed for Backup location,system,2026-02-03
88,1563,CompactCook Camping Stove,Camping,Backup,Sale,2025-12-24,-13,70.47,-916.11,SO-96445,Customer Sale,228,215,warehouse2,Transaction processed for Backup location,system,2025-12-24
89,1551,BaseCamp Folding Table,Camping,Backup,Return,2025-12-31,2,56.59,113.18,RET-63310,Customer Return,80,82,system,Transaction processed for Backup location,system,2025-12-31
90,3033,Women's Performance Ski Boots,Ski,Main,Receipt,2026-02-01,49,450.03,22051.44,PO-7707,Purchase Order Receipt,3,52,warehouse1,Transaction processed for Main location,system,2026-02-01
91,1572,MountainDream Sleeping Bag,Camping,Regional,Transfer,2025-07-10,-26,221.46,-5757.96,TRF-3265,Warehouse Transfer,56,30,system,Transaction processed for Regional location,system,2025-07-10
92,2112,4-Slice Toaster,Kitchen,Main,Receipt,2025-11-23,23,60.68,1395.69,PO-3332,Purchase Order Receipt,40,63,warehouse1,Transaction processed for Main location,system,2025-11-23
93,1522,SummitClimber Backpack,Camping,Main,Adjustment,2025-10-12,-11,154.62,-1700.82,ADJ-93,System Correction,31,20,warehouse1,Transaction processed for Main location,system,2025-10-12
94,2101,Measuring Cup Set,Kitchen,Main,Sale,2025-08-03,-19,15.76,-299.44,SO-55433,Customer Sale,163,144,warehouse1,Transaction processed for Main location,system,2025-08-03
95,1522,SummitClimber Backpack,Camping,Main,Sale,2025-09-26,-9,154.62,-1391.58,SO-89623,Customer Sale,42,33,warehouse1,Transaction processed for Main location,system,2025-09-26
96,3104,Ski Tuning Bench - Portable,Ski,Main,Sale,2026-03-14,-46,141.49,-6508.54,SO-87695,Customer Sale,197,151,warehouse1,Transaction processed for Main location,system,2026-03-14
97,1512,SkyView 2-Person Tent,Camping,Main,Sale,2025-07-24,-47,250.75,-11785.25,SO-39741,Customer Sale,52,5,warehouse1,Transaction processed for Main location,system,2025-07-24
98,3082,Edge Tuning Tool Set,Ski,Main,Receipt,2026-03-03,173,90.0,15569.98,PO-7111,Purchase Order Receipt,42,215,system,Transaction processed for Main location,system,2026-03-03
99,3021,Nordic Classic XC Skis - 185cm,Ski,Backup,Sale,2025-09-10,-38,264.82,-10063.16,SO-51371,Customer Sale,73,35,warehouse2,Transaction processed for Backup location,system,2025-09-10
100,2041,Serving Platter,Kitchen,Main,Sale,2025-08-16,-20,42.04,-840.8,SO-34639,Customer Sale,24,4,system,Transaction processed for Main location,system,2025-08-16
101,3072,Hand Warmers - 10 Pack,Ski,Main,Receipt,2026-04-02,83,9.2,763.82,PO-1424,Purchase Order Receipt,120,203,system,Transaction processed for Main location,system,2026-04-02
102,3052,Thermal Base Layer Set - Women's,Ski,Main,Adjustment,2025-07-08,0,111.83,0.0,ADJ-102,System Correction,75,75,warehouse1,Transaction processed for Main location,system,2025-07-08
103,1551,BaseCamp Folding Table,Camping,Main,Return,2025-12-09,1,56.59,56.59,RET-52148,Customer Return,45,46,warehouse2,Transaction processed for Main location,system,2025-12-09
104,2071,Baking Pan,Kitchen,Main,Transfer,2026-03-11,-42,21.05,-884.1,TRF-3321,Warehouse Transfer,8,-34,system,Transaction processed for Main location,system,2026-03-11
105,2041,Serving Platter,Kitchen,Main,Sale,2025-09-17,-46,42.04,-1933.84,SO-58936,Customer Sale,110,64,system,Transaction processed for Main location,system,2025-09-17
106,3082,Edge Tuning Tool Set,Ski,Main,Receipt,2025-12-05,105,86.86,9120.78,PO-4802,Purchase Order Receipt,71,176,warehouse1,Transaction processed for Main location,system,2025-12-05
107,3102,Winter Hiking Boots - Waterproof,Ski,Main,Adjustment,2025-10-21,18,167.7,3018.6,ADJ-107,System Correction,35,53,warehouse2,Transaction processed for Main location,system,2025-10-21
108,1571,CozyNights Sleeping Bag,Camping,Main,Receipt,2025-07-19,188,114.78,21577.74,PO-8287,Purchase Order Receipt,125,313,system,Transaction processed for Main location,system,2025-07-19
109,3071,Ski Boot Bag - Premium,Ski,Regional,Adjustment,2026-03-07,-8,37.11,-296.88,ADJ-109,Cycle Count,18,10,warehouse2,Transaction processed for Regional location,system,2026-03-07
110,1581,LED Headlamp - Rechargeable,Camping,Backup,Sale,2025-10-15,-43,57.37,-2466.91,SO-18445,Customer Sale,48,5,system,Transaction processed for Backup location,system,2025-10-15
111,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Damage,2026-03-09,-1,614.61,-614.61,DMG-111,Shipping Damage,81,80,system,Transaction processed for Main location,system,2026-03-09
112,2031,Coffee Mug,Kitchen,Main,Sale,2026-02-08,-32,21.52,-688.64,SO-32225,Customer Sale,104,72,warehouse1,Transaction processed for Main location,system,2026-02-08
113,3081,All-Temp Ski Wax Kit,Ski,Main,Return,2026-03-13,5,46.21,231.04,RET-94873,Customer Return,214,219,warehouse1,Transaction processed for Main location,system,2026-03-13
114,2061,Mixing Bowl,Kitchen,Backup,Transfer,2026-02-25,-36,28.47,-1024.92,TRF-1091,Warehouse Transfer,40,4,warehouse1,Transaction processed for Backup location,system,2026-02-25
115,2121,Bamboo Cutting Board Set,Kitchen,Backup,Sale,2025-10-20,-42,33.38,-1401.96,SO-20065,Customer Sale,147,105,system,Transaction processed for Backup location,system,2025-10-20
116,1521,Adventurer Pro Backpack,Camping,Main,Sale,2025-08-28,-5,135.23,-676.15,SO-12416,Customer Sale,383,378,system,Transaction processed for Main location,system,2025-08-28
117,1521,Adventurer Pro Backpack,Camping,Main,Adjustment,2026-04-11,7,135.23,946.61,ADJ-117,Physical Count,385,392,warehouse1,Transaction processed for Main location,system,2026-04-11
118,2121,Bamboo Cutting Board Set,Kitchen,Backup,Receipt,2025-07-24,105,33.91,3560.48,PO-6614,Purchase Order Receipt,169,274,warehouse2,Transaction processed for Backup location,system,2025-07-24
119,1543,TrekStar Hiking Sandals,Camping,Backup,Receipt,2025-07-18,181,67.58,12231.62,PO-7438,Purchase Order Receipt,42,223,warehouse2,Transaction processed for Backup location,system,2025-07-18
120,3092,All-Mountain Snowboard - 158cm,Ski,Regional,Sale,2025-08-22,-6,552.55,-3315.3,SO-25568,Customer Sale,2,-4,warehouse1,Transaction processed for Regional location,system,2025-08-22
121,2101,Measuring Cup Set,Kitchen,Backup,Receipt,2026-01-24,136,15.82,2151.15,PO-7216,Purchase Order Receipt,115,251,warehouse1,Transaction processed for Backup location,system,2026-01-24
122,2121,Bamboo Cutting Board Set,Kitchen,Backup,Return,2026-04-20,5,26.7,133.52,RET-28799,Customer Return,93,98,warehouse1,Transaction processed for Backup location,system,2026-04-20
123,2021,Chef Knife,Kitchen,Backup,Transfer,2025-11-07,-7,67.65,-473.55,TRF-7970,Warehouse Transfer,42,35,warehouse2,Transaction processed for Backup location,system,2025-11-07
124,3082,Edge Tuning Tool Set,Ski,Main,Receipt,2025-07-03,144,86.86,12507.45,PO-3539,Purchase Order Receipt,100,244,system,Transaction processed for Main location,system,2025-07-03
125,3052,Thermal Base Layer Set - Women's,Ski,Main,Transfer,2026-02-06,-31,111.83,-3466.73,TRF-7426,Warehouse Transfer,30,-1,warehouse1,Transaction processed for Main location,system,2026-02-06
126,3033,Women's Performance Ski Boots,Ski,Main,Sale,2025-11-12,-15,441.66,-6624.9,SO-95431,Customer Sale,74,59,warehouse2,Transaction processed for Main location,system,2025-11-12
127,3041,Carbon Fiber Racing Poles - 120cm,Ski,Backup,Sale,2026-02-23,-49,117.58,-5761.42,SO-39964,Customer Sale,5,-44,warehouse1,Transaction processed for Backup location,system,2026-02-23
128,1531,Summit Breeze Jacket,Camping,Main,Receipt,2025-11-29,106,109.04,11557.76,PO-1014,Purchase Order Receipt,35,141,warehouse2,Transaction processed for Main location,system,2025-11-29
129,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Backup,Transfer,2025-08-05,-30,614.61,-18438.3,TRF-7876,Warehouse Transfer,117,87,system,Transaction processed for Backup location,system,2025-08-05
130,2121,Bamboo Cutting Board Set,Kitchen,Backup,Adjustment,2026-01-15,-12,33.38,-400.56,ADJ-130,Physical Count,159,147,warehouse1,Transaction processed for Backup location,system,2026-01-15
131,1523,TrailLite Daypack,Camping,Backup,Receipt,2026-03-20,181,59.38,10746.98,PO-6498,Purchase Order Receipt,52,233,warehouse1,Transaction processed for Backup location,system,2026-03-20
132,2071,Baking Pan,Kitchen,Backup,Receipt,2026-03-16,199,21.36,4251.41,PO-1708,Purchase Order Receipt,93,292,warehouse1,Transaction processed for Backup location,system,2026-03-16
133,1552,TrekMaster Camping Chair,Camping,Backup,Receipt,2025-11-21,108,52.58,5678.66,PO-2525,Purchase Order Receipt,92,200,system,Transaction processed for Backup location,system,2025-11-21
134,1572,MountainDream Sleeping Bag,Camping,Regional,Receipt,2025-09-18,198,223.14,44181.62,PO-7157,Purchase Order Receipt,104,302,system,Transaction processed for Regional location,system,2025-09-18
135,1553,Adventure Dining Table,Camping,Backup,Sale,2026-03-14,-38,107.37,-4080.06,SO-31657,Customer Sale,98,60,warehouse1,Transaction processed for Backup location,system,2026-03-14
136,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Sale,2025-11-28,-46,614.61,-28272.06,SO-70726,Customer Sale,27,-19,system,Transaction processed for Main location,system,2025-11-28
137,2071,Baking Pan,Kitchen,Backup,Receipt,2025-08-17,108,20.41,2204.18,PO-9684,Purchase Order Receipt,21,129,system,Transaction processed for Backup location,system,2025-08-17
138,3091,Freestyle Snowboard - 155cm,Ski,Backup,Transfer,2026-02-08,-37,524.8,-19417.6,TRF-4613,Warehouse Transfer,86,49,system,Transaction processed for Backup location,system,2026-02-08
139,3041,Carbon Fiber Racing Poles - 120cm,Ski,Backup,Adjustment,2025-09-27,-14,117.58,-1646.12,ADJ-139,System Correction,79,65,warehouse1,Transaction processed for Backup location,system,2025-09-27
140,2112,4-Slice Toaster,Kitchen,Main,Sale,2026-04-10,-28,62.81,-1758.68,SO-25736,Customer Sale,64,36,warehouse2,Transaction processed for Main location,system,2026-04-10
141,2061,Mixing Bowl,Kitchen,Backup,Sale,2026-04-14,-12,28.47,-341.64,SO-56650,Customer Sale,139,127,warehouse2,Transaction processed for Backup location,system,2026-04-14
142,1521,Adventurer Pro Backpack,Camping,Main,Receipt,2025-08-07,24,139.41,3345.79,PO-8766,Purchase Order Receipt,393,417,warehouse1,Transaction processed for Main location,system,2025-08-07
143,1511,Alpine Explorer Tent,Camping,Main,Receipt,2025-08-29,41,272.15,11158.13,PO-4582,Purchase Order Receipt,193,234,warehouse2,Transaction processed for Main location,system,2025-08-29
144,3041,Carbon Fiber Racing Poles - 120cm,Ski,Backup,Sale,2025-12-09,-16,117.58,-1881.28,SO-39731,Customer Sale,77,61,warehouse2,Transaction processed for Backup location,system,2025-12-09
145,2091,Spatula,Kitchen,Backup,Transfer,2026-01-25,-22,8.18,-179.96,TRF-8340,Warehouse Transfer,105,83,warehouse2,Transaction processed for Backup location,system,2026-01-25
146,3053,Waterproof Ski Pants,Ski,Main,Transfer,2025-12-29,-5,176.16,-880.8,TRF-6255,Warehouse Transfer,37,32,warehouse1,Transaction processed for Main location,system,2025-12-29
147,3091,Freestyle Snowboard - 155cm,Ski,Backup,Receipt,2025-07-17,197,542.85,106942.31,PO-2703,Purchase Order Receipt,41,238,warehouse1,Transaction processed for Backup location,system,2025-07-17
